Name,UUID,Source,Target,Starttime,Endtime,Planned_Duration,Real_Duration,Status,Count_Subtasks,Count_Comments,Comment_Body,Edge_type
Feature request: text folding,0f5a2e7f-8df5-4ca7-aed4-7696ec3a570e,6224065,6224065,2017-06-14T12:18:59.000+02:00,2019-12-15T11:52:00.000+01:00,,,open,,0,,CREATION
Feature Request: Code formatters,f582aeae-0d5f-43dd-84b2-ee78abc80ca9,7296506,7296506,2017-06-14T02:30:29.000+02:00,2019-12-15T11:52:00.000+01:00,,,open,,1,,CREATION
The text area can't be scrolled to the bottom,d3191eca-51d1-463d-ac80-2f63f46847d0,5851348,5851348,2017-06-13T15:15:02.000+02:00,2019-12-15T11:52:00.000+01:00,,,open,,1,,CREATION
Feature request: Reload currently opened file,28d6e14e-4df3-4e0d-92b5-002ffbea49f1,6096063,6096063,2017-05-30T13:25:32.000+02:00,2019-12-15T11:52:00.000+01:00,,,open,,1,,CREATION
Add a Markdown Viewer Plugin,90d62f01-c6e1-47c4-b058-3cf98a8e87ec,10137,10137,2017-05-24T13:08:38.000+02:00,2019-12-15T11:52:00.000+01:00,,,open,,2,,CREATION
Scrolling on document tabs doesn't work,b9ffeebb-bbf0-4669-b545-1f1a602285be,781030,781030,2017-05-13T15:43:15.000+02:00,2019-12-15T11:52:00.000+01:00,,,open,,3,,CREATION
Save without trailing spaces should also act on trailing newlines,fc23be08-082b-4dbb-876e-a895b7f1bef5,781030,781030,2017-05-13T12:37:16.000+02:00,2019-12-15T11:52:00.000+01:00,,,open,,4,,CREATION
Support for CTRL + D shortcut in the xed,d63f60f9-c29f-401e-b37f-c48d0009522f,23406555,23406555,2017-04-02T20:38:13.000+02:00,2019-12-15T11:52:00.000+01:00,,,open,,0,,CREATION
Ctrl + arrow keys move the cursor in the wrong direction when using RTL text,a2a1b440-6697-4696-8d62-0b1a01827328,6951677,6951677,2017-03-05T15:19:55.000+01:00,2019-12-15T11:52:00.000+01:00,,,open,,1,,CREATION
Bookmark support in editing text,fe1a83d3-2682-4c64-9f06-b618a0e14743,102082,102082,2017-01-20T08:10:20.000+01:00,2019-12-15T11:52:00.000+01:00,,,open,,0,,CREATION
search auto function chokes on long lines,8fe0c72f-ebb7-456a-a1a2-669106a37bac,944636,944636,2017-01-03T03:18:58.000+01:00,2019-12-15T11:52:00.000+01:00,,,open,,2,,CREATION
Blank line at end-of-file not displayed,6f2c9f68-d6ed-4a0c-8146-d5659d052137,22652174,22652174,2016-12-12T21:21:05.000+01:00,2019-12-15T11:52:00.000+01:00,,,open,,17,,CREATION
feature request: close tab on Ctrl+F4 as web browsers do,5c6e4b6f-5b04-4d95-9e19-f3dbca823a96,1151423,1151423,2016-11-16T10:08:14.000+01:00,2019-12-15T11:52:00.000+01:00,,,open,,1,,CREATION
Hot keys and text block,fc290556-7be2-4220-a479-44a84502a39c,22030217,22030217,2016-09-19T09:21:44.000+02:00,2019-12-15T11:52:00.000+01:00,,,open,,3,,CREATION
Allow promotion of open file to root privileges,dfd86a92-df4a-4e46-bcf4-454795bc1d25,3515792,3515792,2016-08-20T20:03:15.000+02:00,2019-12-15T11:52:00.000+01:00,,,open,,1,,CREATION
naming of icon from accessories-text-editor to xed?,27d45dd1-0b5d-448e-8911-f4913cff1946,10594806,10594806,2016-07-28T13:52:30.000+02:00,2019-12-15T11:52:00.000+01:00,,,open,,0,,CREATION
Not really an issue but list dependencies,c6c57731-eb18-43b6-9f8d-c5be649f1955,3687099,3687099,2016-03-25T16:18:49.000+01:00,2019-12-15T11:52:00.000+01:00,,,open,,4,,CREATION
Create my custom theme,1567c3a8-dd83-43e4-9ac6-6e2edb202bb0,32936161,32936161,2019-10-17T00:23:32.000+02:00,2019-10-17T09:22:43.000+02:00,,,closed,,1,,CREATION
Packaging: remove dependency on libpeas-1.0-0-python3loader,06787d30-c004-4297-b7b3-18773aa3db4d,2659687,2659687,2019-09-24T00:42:14.000+02:00,2019-11-14T17:55:50.000+01:00,,,closed,,0,,CREATION
Remove hard dependency on libpeas-1.0-0-python3loader,efa3926c-ab7b-4787-a1ac-049ac9f15522,2659687,2659687,2019-08-07T22:04:31.000+02:00,2019-09-24T00:37:27.000+02:00,,,closed,,1,,CREATION
CTRL Navigation to new line start issue,797bbdf9-6fa0-42c6-b3bb-20b37367ca1b,23385761,23385761,2019-07-30T16:22:28.000+02:00,2019-07-30T17:34:33.000+02:00,,,closed,,1,,CREATION
Cleanup,f9195c4c-75d7-4a88-ae75-a85be6687e66,19782228,19782228,2019-07-27T18:47:48.000+02:00,2019-11-14T17:56:45.000+01:00,,,closed,,0,,CREATION
Automatically open new Xed window on current workspace...,d8176464-259d-4a06-9ab5-80d70767161d,102082,102082,2019-07-05T07:12:34.000+02:00,2019-07-10T11:24:53.000+02:00,,,closed,,0,,CREATION
Regression: new window of XED does not open on current desktop anymore,35b22138-81b9-49ef-b6e7-a0bd8dfdaa9e,102082,102082,2019-07-05T05:24:24.000+02:00,2019-07-10T11:31:30.000+02:00,,,closed,,1,,CREATION
Add open uri plugin,0f770500-0fa5-441c-bec3-496aa00832e1,1299302,1299302,2019-06-29T13:59:18.000+02:00,2019-11-22T12:47:57.000+01:00,,,closed,,0,,CREATION
Prevent a warning when closing the window while print preview is open,6ccbc9b4-445d-466f-83e0-b3b332413816,4095021,4095021,2019-06-20T19:14:46.000+02:00,2019-06-23T14:23:09.000+02:00,,,closed,,0,,CREATION
"Simplify an if statement. The logic is identical, but easier to read",567301c1-2cdb-47ff-a9ea-81f9a56f5fbe,4095021,4095021,2019-06-20T18:17:41.000+02:00,2019-06-20T18:29:36.000+02:00,,,closed,,0,,CREATION
Add minimum required version for xapp,91938d84-2c58-4c78-b160-ea107246970f,1299302,1299302,2019-06-16T09:34:40.000+02:00,2019-06-23T14:22:47.000+02:00,,,closed,,0,,CREATION
Error: Could not generate cargs for xapp,56ca370e-cfd2-4b2b-a2f2-bd571a3fe96e,20399374,20399374,2019-06-16T05:36:40.000+02:00,2019-06-23T14:22:47.000+02:00,,,closed,,0,,CREATION
Tab width popup: only select a menu item when the menu is open,a1e98ff9-2d03-4562-8a9a-44d791b6a3f8,4095021,4095021,2019-06-15T09:02:39.000+02:00,2019-06-15T10:21:58.000+02:00,,,closed,,1,,CREATION
FR: text indenting?,585652bf-3a78-4d82-866d-adb7171dfc80,5296986,5296986,2019-06-12T02:15:47.000+02:00,2019-06-13T18:50:37.000+02:00,,,closed,,5,,CREATION
How to insert a menu one from the end.,1c5c3396-8bf8-4c03-80d2-75abfc58853a,179677,179677,2019-06-03T13:42:57.000+02:00,2019-06-04T11:31:02.000+02:00,,,closed,,2,,CREATION
How to add Xed menus from a python plugin ?,c3cea186-1fa2-4a50-b0bf-ba7b7a4ec5dc,179677,179677,2019-05-29T03:28:02.000+02:00,2019-05-31T01:33:08.000+02:00,,,closed,,4,,CREATION
Gutter and First Line Character Space is too close,65de8ad1-148a-4d01-a674-6ec90706dc93,9961541,9961541,2019-05-25T14:06:23.000+02:00,2019-05-25T16:12:09.000+02:00,,,closed,,4,,CREATION
Switch deprecated gtk_icon_info_free to g_object_unref,b6e9a62a-01ed-486f-9ae8-5da1998c77f7,4095021,4095021,2019-05-10T07:50:30.000+02:00,2019-05-13T09:23:40.000+02:00,,,closed,,0,,CREATION
Fix stuttering and disappearing of the toolbar when fullscreen,8bdd781d-3b97-4d25-80da-c9c928a30f90,4095021,4095021,2019-05-10T07:17:07.000+02:00,2019-05-13T09:23:03.000+02:00,,,closed,,0,,CREATION
Remove deprecated call to gtk_widget_override_background_color,352e8784-c376-4053-902a-89f2bb2d432a,4095021,4095021,2019-05-10T04:08:32.000+02:00,2019-05-13T09:32:53.000+02:00,,,closed,,0,,CREATION
Remove references to deprecated GTK_STOCK_*,9ce47ef3-acb8-42cb-91c1-733e1db926fc,4095021,4095021,2019-05-10T03:43:55.000+02:00,2019-05-13T09:32:34.000+02:00,,,closed,,0,,CREATION
Search: replace a few functions that were deprecated in Gtk 3.22,1ab3c2a2-8e44-4c39-83a4-9e8935e68848,4095021,4095021,2019-05-07T21:36:42.000+02:00,2019-05-08T11:34:06.000+02:00,,,closed,,0,,CREATION
Print preview: remove a couple calls to gtk_adjustment_value_changed,2aeba19a-5ba9-431f-a9e1-8f29ca347770,4095021,4095021,2019-05-07T21:13:00.000+02:00,2019-05-08T11:29:30.000+02:00,,,closed,,0,,CREATION
Replace deprecated gdk_cursor_new with gdk_cursor_new_for_display,850ecf1e-fa34-4e73-aaf1-bac80d649a8e,4095021,4095021,2019-05-07T19:47:17.000+02:00,2019-05-08T11:17:46.000+02:00,,,closed,,0,,CREATION
print job: replace some deprecated font button functions,7d37daeb-f70c-4b23-8f0a-8e299739f1cd,4095021,4095021,2019-05-07T19:45:04.000+02:00,2019-05-08T11:08:23.000+02:00,,,closed,,0,,CREATION
Filebrowser: Kill the click policy property with fire,82e176e7-f1a5-48c6-b019-70154c8427db,4095021,4095021,2019-05-05T03:11:25.000+02:00,2019-05-05T11:20:19.000+02:00,,,closed,,0,,CREATION
print preview: fix logic for forward button sensitivity,27a034ff-3aef-422b-95e4-e84b9d03f83c,4095021,4095021,2019-05-03T06:22:15.000+02:00,2019-05-05T11:26:59.000+02:00,,,closed,,0,,CREATION
print preview: fix layout drawing for 1X2 and 2X1 layouts,7173e5f4-c652-49f0-8d30-3145d8cb6ede,4095021,4095021,2019-05-03T04:00:32.000+02:00,2019-05-03T17:19:50.000+02:00,,,closed,,0,,CREATION
Add toggle comment and toggle comment block actions w/ keybindings,69441b16-8e09-4feb-bdb1-4b71955b58a0,4095021,4095021,2019-05-02T20:26:57.000+02:00,2019-05-05T11:27:12.000+02:00,,,closed,,2,,CREATION
Fix some deprecation warnings,e247a1e9-ae35-439d-95fe-37e724dd6eed,4095021,4095021,2019-04-27T02:02:34.000+02:00,2019-05-05T11:25:38.000+02:00,,,closed,,0,,CREATION
xed-notebook: Always show the main notebook tabs,b3466d47-6b4d-4ea7-b80d-a9237902bc79,2231759,2231759,2019-04-14T09:57:37.000+02:00,2019-05-05T11:21:19.000+02:00,,,closed,,0,,CREATION
xed-window: Fix the tabs/spaces label in the statusbar,930b5a1a-d48f-442e-b18e-43e170552ba1,2231759,2231759,2019-04-01T04:29:43.000+02:00,2019-05-05T11:20:54.000+02:00,,,closed,,0,,CREATION
Feature request: storing tabs,dcbd9f25-15b0-4e58-96d7-37082e4eb335,26124850,26124850,2019-04-01T01:36:39.000+02:00,2019-04-01T01:55:46.000+02:00,,,closed,,1,,CREATION
statusbar: Fix the menu button styling,4edf0989-9c17-4b5e-b0bf-5325dc6a4462,2231759,2231759,2019-03-25T09:56:00.000+01:00,2019-03-25T16:35:27.000+01:00,,,closed,,0,,CREATION
cleanup: Remove an unused Makefile.am,2ca29650-cac4-4b97-9081-a040b430f49b,2231759,2231759,2019-03-25T09:45:50.000+01:00,2019-03-25T16:35:47.000+01:00,,,closed,,0,,CREATION
Search for: actions search on the first character and delays acknowledging full request,16e4b48d-416e-48b4-a667-e24f7c2094e3,1708690,1708690,2019-03-15T20:03:15.000+01:00,2019-03-17T19:17:53.000+01:00,,,closed,,1,,CREATION
"Is the spellcheck working properly in xed 2.02? ",22e4813f-1daf-4354-ba79-26d45fbafa65,1303185,1303185,2019-02-20T14:54:56.000+01:00,2019-02-28T11:21:10.000+01:00,,,closed,,1,,CREATION
gdk window failed,f45d0bfc-46c0-4e04-ac62-1922f469dac1,17037513,17037513,2019-01-22T21:36:44.000+01:00,2019-06-15T10:21:58.000+02:00,,,closed,,3,,CREATION
Feature request: Bigger toolbar icons,2db4e144-6dd2-4ebb-b221-95fd28ae1e73,19428176,19428176,2018-12-31T16:55:01.000+01:00,2019-03-17T19:19:00.000+01:00,,,closed,,1,,CREATION
meson: require itstool command to be available,0b0a786d-36e6-49da-a4a7-7cb84b7638b1,6551424,6551424,2018-12-12T21:43:52.000+01:00,2019-02-08T11:19:12.000+01:00,,,closed,,1,,CREATION
"Launch Error On Ubuntu 18.10 after successful build ",bb5c2b63-84f9-487e-a8bc-8fcb5cfb9fc8,15126864,15126864,2018-12-11T07:40:11.000+01:00,2018-12-11T08:43:11.000+01:00,,,closed,,4,,CREATION
Fix warnings when building xed 2.0.1,0bceb869-4437-4b25-b06d-98897d8c7f88,23616009,23616009,2018-12-10T06:16:11.000+01:00,2018-12-11T12:38:13.000+01:00,,,closed,,0,,CREATION
Switch build instructions for meson port.,65968077-8f0d-47aa-9067-cf110ef50d8c,1299302,1299302,2018-11-19T19:52:19.000+01:00,2018-11-22T10:39:53.000+01:00,,,closed,,0,,CREATION
missing ./autogen.sh install script,ad6f53cf-fec4-4d03-a817-d3429714a66f,10817213,10817213,2018-11-19T18:54:43.000+01:00,2018-11-19T18:55:49.000+01:00,,,closed,,4,,CREATION
"close dialog: use ""suggested-action"" style class",f2112673-3014-4504-b911-326680a3594e,8415124,8415124,2018-11-08T15:59:12.000+01:00,2018-11-15T11:10:26.000+01:00,,,closed,,0,,CREATION
[Bug] xed does not show any pages except first one in print preview,4d6929f7-8d5b-41c1-aaa9-185c579b403f,6428497,6428497,2018-10-27T21:04:04.000+02:00,2018-11-11T23:59:11.000+01:00,,,closed,,2,,CREATION
[Bug] GLib-GIO-Critical when closing XED while in print preview window,80b33ac4-0c96-4489-816f-03fd64710edd,6428497,6428497,2018-10-27T20:51:57.000+02:00,2019-06-23T14:23:09.000+02:00,,,closed,,0,,CREATION
Port to meson,c41dd1ad-85e8-41e0-8386-94cc122811ae,4095021,4095021,2018-10-25T04:28:28.000+02:00,2018-11-19T12:09:53.000+01:00,,,closed,,2,,CREATION
