Id,Name,starttime
8930456,NathanSalapat,1970-01-01T01:00:00.000+01:00
38138332,rrebollo,1970-01-01T01:00:00.000+01:00
45595797,glasolin,1970-01-01T01:00:00.000+01:00
45512745,9878987,1970-01-01T01:00:00.000+01:00
2794520,jonathanwin,1970-01-01T01:00:00.000+01:00
20098065,Etamuk,1970-01-01T01:00:00.000+01:00
911165,bitstrings,1970-01-01T01:00:00.000+01:00
595446,groovenectar,1970-01-01T01:00:00.000+01:00
4856462,sphh,1970-01-01T01:00:00.000+01:00
10391266,germanfr,1970-01-01T01:00:00.000+01:00
174752,mistergibson,1970-01-01T01:00:00.000+01:00
153034,nalim,1970-01-01T01:00:00.000+01:00
1702193,Redsandro,1970-01-01T01:00:00.000+01:00
1774476,Azureit,1970-01-01T01:00:00.000+01:00
23340664,CosmicTachyon,1970-01-01T01:00:00.000+01:00
1723378,TriMoon,1970-01-01T01:00:00.000+01:00
128716,dlenski,1970-01-01T01:00:00.000+01:00
21124057,vovs03,1970-01-01T01:00:00.000+01:00
6622765,acritum,1970-01-01T01:00:00.000+01:00
37733194,v-pionnier,1970-01-01T01:00:00.000+01:00
1089931,bauno,1970-01-01T01:00:00.000+01:00
1728046,attila123,1970-01-01T01:00:00.000+01:00
7957590,nick-s-b,1970-01-01T01:00:00.000+01:00
12024557,vertigo220,1970-01-01T01:00:00.000+01:00
30312140,new-on-github,1970-01-01T01:00:00.000+01:00
1305080,HadrienG2,1970-01-01T01:00:00.000+01:00
8387383,uocxp,1970-01-01T01:00:00.000+01:00
5522389,jsalatiel,1970-01-01T01:00:00.000+01:00
170947,orschiro,1970-01-01T01:00:00.000+01:00
1117340,eudennis,1970-01-01T01:00:00.000+01:00
6096063,Piiit,1970-01-01T01:00:00.000+01:00
6859057,jaszhix,1970-01-01T01:00:00.000+01:00
33094503,siewert87,1970-01-01T01:00:00.000+01:00
1832491,jake1164,1970-01-01T01:00:00.000+01:00
8690921,ivanhercaz,1970-01-01T01:00:00.000+01:00
8415124,NikoKrause,1970-01-01T01:00:00.000+01:00
9968138,Mintulix,1970-01-01T01:00:00.000+01:00
9682167,Marvel4U,1970-01-01T01:00:00.000+01:00
11057934,feren,1970-01-01T01:00:00.000+01:00
159784,d3xter,1970-01-01T01:00:00.000+01:00
15746052,iTestAndroid,1970-01-01T01:00:00.000+01:00
366599,mscheper,1970-01-01T01:00:00.000+01:00
5727857,niko2,1970-01-01T01:00:00.000+01:00
22504894,xearonet,1970-01-01T01:00:00.000+01:00
2804301,MegaV0lt,1970-01-01T01:00:00.000+01:00
3285430,SeraphDosSantos,1970-01-01T01:00:00.000+01:00
20382553,andreevlex,1970-01-01T01:00:00.000+01:00
1312720,glikar,1970-01-01T01:00:00.000+01:00
26772830,steph771,1970-01-01T01:00:00.000+01:00
2996154,eson57,1970-01-01T01:00:00.000+01:00
2843925,pdcurtis,1970-01-01T01:00:00.000+01:00
7993570,Alan01,1970-01-01T01:00:00.000+01:00
6911132,desperateCoder,1970-01-01T01:00:00.000+01:00
58227893,puckboy18,1970-01-01T01:00:00.000+01:00
22377521,Gr3q,1970-01-01T01:00:00.000+01:00
1482512,jgottlander,1970-01-01T01:00:00.000+01:00
3099270,French77,1970-01-01T01:00:00.000+01:00
57449361,jaszhix2,1970-01-01T01:00:00.000+01:00
42295893,fluntelion,1970-01-01T01:00:00.000+01:00
47056543,LinuxOnTheDesktop,1970-01-01T01:00:00.000+01:00
6375934,Sadi58,1970-01-01T01:00:00.000+01:00
1354519,Dragone2,1970-01-01T01:00:00.000+01:00
5297223,jorgenqv,1970-01-01T01:00:00.000+01:00
29358909,l00k,1970-01-01T01:00:00.000+01:00
49659170,AleksiMagner,1970-01-01T01:00:00.000+01:00
1839541,vitaliis,1970-01-01T01:00:00.000+01:00
44813025,JiPRA,1970-01-01T01:00:00.000+01:00
1301770,leplastic,1970-01-01T01:00:00.000+01:00
22106885,cgvirus,1970-01-01T01:00:00.000+01:00
1978777,muzena,1970-01-01T01:00:00.000+01:00
26124850,Bundy01,1970-01-01T01:00:00.000+01:00
28340460,trojan577,1970-01-01T01:00:00.000+01:00
13640494,Inilien,1970-01-01T01:00:00.000+01:00
49699333,dependabot[bot],1970-01-01T01:00:00.000+01:00
9104489,omidmaldar,1970-01-01T01:00:00.000+01:00
1052720,t-oster,1970-01-01T01:00:00.000+01:00
48694735,mahtiankka,1970-01-01T01:00:00.000+01:00
5990916,Fifis,1970-01-01T01:00:00.000+01:00
6438895,OzzieIsaacs,1970-01-01T01:00:00.000+01:00
6690324,leonzon,1970-01-01T01:00:00.000+01:00
12579100,ThunderCatBH,1970-01-01T01:00:00.000+01:00
13122119,okaestne,1970-01-01T01:00:00.000+01:00
8523131,VijitCoder,1970-01-01T01:00:00.000+01:00
2211631,Nicolas01,1970-01-01T01:00:00.000+01:00
1824502,zeripath,1970-01-01T01:00:00.000+01:00
47874536,mushroomzz,1970-01-01T01:00:00.000+01:00
5963756,Pjotr123,1970-01-01T01:00:00.000+01:00
5629836,tuuxx,1970-01-01T01:00:00.000+01:00
1509924,SamBurgos,1970-01-01T01:00:00.000+01:00
5732479,diogofcosta,1970-01-01T01:00:00.000+01:00
482689,zou000,1970-01-01T01:00:00.000+01:00
6627267,jgillula,1970-01-01T01:00:00.000+01:00
2568375,raphaelquintao,1970-01-01T01:00:00.000+01:00
1839796,patrickathompson,1970-01-01T01:00:00.000+01:00
48357110,JonasJF360,1970-01-01T01:00:00.000+01:00
1322552,bkmeneguello,1970-01-01T01:00:00.000+01:00
1036233,couraudt,1970-01-01T01:00:00.000+01:00
8332823,D1ceWard,1970-01-01T01:00:00.000+01:00
7072295,alicavus,1970-01-01T01:00:00.000+01:00
11180735,sakralbar,1970-01-01T01:00:00.000+01:00
6375299,igorer88,1970-01-01T01:00:00.000+01:00
52104499,jamikimaj,1970-01-01T01:00:00.000+01:00
51794409,foobar-beer,1970-01-01T01:00:00.000+01:00
6196086,benjaminaigner,1970-01-01T01:00:00.000+01:00
50839734,szlldm,1970-01-01T01:00:00.000+01:00
2337234,coolcow,1970-01-01T01:00:00.000+01:00
50522302,Fotobob1,1970-01-01T01:00:00.000+01:00
8080648,Floyer007,1970-01-01T01:00:00.000+01:00
23406555,pyroxar,1970-01-01T01:00:00.000+01:00
18232579,AM-77,1970-01-01T01:00:00.000+01:00
30796382,jakesmolka,1970-01-01T01:00:00.000+01:00
12432962,direc85,1970-01-01T01:00:00.000+01:00
3100053,Hukuta,1970-01-01T01:00:00.000+01:00
5292264,KAMI911,1970-01-01T01:00:00.000+01:00
1781127,Cobinja,1970-01-01T01:00:00.000+01:00
17177193,pavolgaj,1970-01-01T01:00:00.000+01:00
3162,nicoulaj,1970-01-01T01:00:00.000+01:00
4201214,tcuje,1970-01-01T01:00:00.000+01:00
1151915,Wikinaut,1970-01-01T01:00:00.000+01:00
7064913,a-bentofreire,1970-01-01T01:00:00.000+01:00
15854978,echizenryoma,1970-01-01T01:00:00.000+01:00
2387000,VBoden,1970-01-01T01:00:00.000+01:00
42881121,TeknoMobil,1970-01-01T01:00:00.000+01:00
1300133,kelebek333,1970-01-01T01:00:00.000+01:00
12608598,OrcusCZ,1970-01-01T01:00:00.000+01:00
47090491,stefan12O,1970-01-01T01:00:00.000+01:00
13560529,gaya4,1970-01-01T01:00:00.000+01:00
16521653,benchrest,1970-01-01T01:00:00.000+01:00
7092708,devsware,1970-01-01T01:00:00.000+01:00
1104078,kghbln,1970-01-01T01:00:00.000+01:00
1138515,clefebvre,1970-01-01T01:00:00.000+01:00
1444960,Centurix,1970-01-01T01:00:00.000+01:00
2989768,tpamula,1970-01-01T01:00:00.000+01:00
1733538,linux-man,1970-01-01T01:00:00.000+01:00
19363963,Gene-W,1970-01-01T01:00:00.000+01:00
10353176,Phil995511,1970-01-01T01:00:00.000+01:00
46365320,Ranthe24,1970-01-01T01:00:00.000+01:00
705804,mockturtl,1970-01-01T01:00:00.000+01:00
46054972,fusentast,1970-01-01T01:00:00.000+01:00
4397312,icarter09,1970-01-01T01:00:00.000+01:00
1385855,SciLor,1970-01-01T01:00:00.000+01:00
46035874,jessidevil,1970-01-01T01:00:00.000+01:00
6951977,trourance,1970-01-01T01:00:00.000+01:00
20911784,utkumaden,1970-01-01T01:00:00.000+01:00
41683571,ThiagoNunesBatista,1970-01-01T01:00:00.000+01:00
2720608,Cediddi,1970-01-01T01:00:00.000+01:00
10291989,MasterGeekMX,1970-01-01T01:00:00.000+01:00
36282777,ViniciusQueiroz-VQ,1970-01-01T01:00:00.000+01:00
1683446,perette,1970-01-01T01:00:00.000+01:00
2315313,vlatkoB,1970-01-01T01:00:00.000+01:00
850871,NathanaelA,1970-01-01T01:00:00.000+01:00
25362119,Sven71,1970-01-01T01:00:00.000+01:00
4314988,accensi,1970-01-01T01:00:00.000+01:00
34685369,AymericDeschard,1970-01-01T01:00:00.000+01:00
14197353,Feuerfuchs,1970-01-01T01:00:00.000+01:00
36232419,hidayetkurnaz,1970-01-01T01:00:00.000+01:00
9937631,mrkara,1970-01-01T01:00:00.000+01:00
44679624,Dzordzik,1970-01-01T01:00:00.000+01:00
5530282,Shiwin,1970-01-01T01:00:00.000+01:00
12144723,phodd,1970-01-01T01:00:00.000+01:00
21700310,Moeyoo,1970-01-01T01:00:00.000+01:00
10725180,WinLin97,1970-01-01T01:00:00.000+01:00
24412608,luerhard,1970-01-01T01:00:00.000+01:00
3640624,zablotski,1970-01-01T01:00:00.000+01:00
482377,focusaurus,1970-01-01T01:00:00.000+01:00
388669,spantaleev,1970-01-01T01:00:00.000+01:00
43220550,mi2ek,1970-01-01T01:00:00.000+01:00
26460239,PLanB2008,1970-01-01T01:00:00.000+01:00
1403669,gfreeau,1970-01-01T01:00:00.000+01:00
9803224,hugogoncalves77,1970-01-01T01:00:00.000+01:00
675062,mikehaertl,1970-01-01T01:00:00.000+01:00
4116625,maurom,1970-01-01T01:00:00.000+01:00
8392947,broadcastyourseb,1970-01-01T01:00:00.000+01:00
42915421,ctfolmar,1970-01-01T01:00:00.000+01:00
1537688,coderforlife,1970-01-01T01:00:00.000+01:00
7685869,djzurawski,1970-01-01T01:00:00.000+01:00
9587692,dimorinny,1970-01-01T01:00:00.000+01:00
31446115,jjf-zero,1970-01-01T01:00:00.000+01:00
4862240,sn0w75,1970-01-01T01:00:00.000+01:00
768421,yukip,1970-01-01T01:00:00.000+01:00
28816690,codeitlikemiley,1970-01-01T01:00:00.000+01:00
622825,xss,1970-01-01T01:00:00.000+01:00
40133136,JohannPopper,1970-01-01T01:00:00.000+01:00
11910225,mmiat,1970-01-01T01:00:00.000+01:00
21991448,Hilyxx,1970-01-01T01:00:00.000+01:00
1132307,jethrogb,1970-01-01T01:00:00.000+01:00
39214015,AnimatedProgrammer,1970-01-01T01:00:00.000+01:00
27131265,CJConline,1970-01-01T01:00:00.000+01:00
41759413,JM-Factory,1970-01-01T01:00:00.000+01:00
2560632,rik-shaw,1970-01-01T01:00:00.000+01:00
3799212,mcarans,1970-01-01T01:00:00.000+01:00
37744796,joshbowyer,1970-01-01T01:00:00.000+01:00
24835217,gnulinuxnovice,1970-01-01T01:00:00.000+01:00
4095021,collinss,1970-01-01T01:00:00.000+01:00
18474538,yuritoledo,1970-01-01T01:00:00.000+01:00
2845433,memeplex,1970-01-01T01:00:00.000+01:00
10533934,WammKD,1970-01-01T01:00:00.000+01:00
2301256,moretocome,1970-01-01T01:00:00.000+01:00
2961534,sasek333,1970-01-01T01:00:00.000+01:00
18182233,Y0Mamma,1970-01-01T01:00:00.000+01:00
262776,mtwebster,1970-01-01T01:00:00.000+01:00
36833664,candrapersada,1970-01-01T01:00:00.000+01:00
11381662,mvrozanti,1970-01-01T01:00:00.000+01:00
1482547,pjobson,1970-01-01T01:00:00.000+01:00
23259915,Singond,1970-01-01T01:00:00.000+01:00
4211771,Martin1887,1970-01-01T01:00:00.000+01:00
39744105,pathaknitesh,1970-01-01T01:00:00.000+01:00
29207169,Lvaskz,1970-01-01T01:00:00.000+01:00
11562014,khatamnejad,1970-01-01T01:00:00.000+01:00
19730917,jediafr,1970-01-01T01:00:00.000+01:00
8899675,VivienPelletier,1970-01-01T01:00:00.000+01:00
22094262,mariachini,1970-01-01T01:00:00.000+01:00
10192661,pavreh,1970-01-01T01:00:00.000+01:00
39155843,ulipp,1970-01-01T01:00:00.000+01:00
442938,ebirbe,1970-01-01T01:00:00.000+01:00
39029465,DarkWiller,1970-01-01T01:00:00.000+01:00
8362161,donlencho,1970-01-01T01:00:00.000+01:00
2286768,nathanalderson,1970-01-01T01:00:00.000+01:00
29235861,aqwserf,1970-01-01T01:00:00.000+01:00
1157702,rennerDa,1970-01-01T01:00:00.000+01:00
2620967,testman42,1970-01-01T01:00:00.000+01:00
18683315,KevinNadaud,1970-01-01T01:00:00.000+01:00
8038546,ArionWT,1970-01-01T01:00:00.000+01:00
26646214,Driglu4it,1970-01-01T01:00:00.000+01:00
34480260,enguerran-popup,1970-01-01T01:00:00.000+01:00
19378,timabell,1970-01-01T01:00:00.000+01:00
815186,wiserweb,1970-01-01T01:00:00.000+01:00
192908,tulsidas,1970-01-01T01:00:00.000+01:00
717662,frankzen,1970-01-01T01:00:00.000+01:00
3332736,lossurdo,1970-01-01T01:00:00.000+01:00
1639672,tux2000,1970-01-01T01:00:00.000+01:00
6692701,evg-zhabotinsky,1970-01-01T01:00:00.000+01:00
37067953,moel85,1970-01-01T01:00:00.000+01:00
331322,dcolascione,1970-01-01T01:00:00.000+01:00
12717100,thadeupenna,1970-01-01T01:00:00.000+01:00
12883802,swingnjazz,1970-01-01T01:00:00.000+01:00
6470950,brecciasf,1970-01-01T01:00:00.000+01:00
3285988,HuntZero,1970-01-01T01:00:00.000+01:00
30502462,evezers,1970-01-01T01:00:00.000+01:00
35506956,PedePanoOriginal,1970-01-01T01:00:00.000+01:00
29509646,mission10138,1970-01-01T01:00:00.000+01:00
2186245,acsdev,1970-01-01T01:00:00.000+01:00
6625325,kenit,1970-01-01T01:00:00.000+01:00
799021,KES777,1970-01-01T01:00:00.000+01:00
35196429,cevadoztug,1970-01-01T01:00:00.000+01:00
8763014,Jusix,1970-01-01T01:00:00.000+01:00
6322481,brownsr,1970-01-01T01:00:00.000+01:00
1469262,spacy01,1970-01-01T01:00:00.000+01:00
1749226,wankata,1970-01-01T01:00:00.000+01:00
54304,ebourg,1970-01-01T01:00:00.000+01:00
15783413,carlosribeiro1987,1970-01-01T01:00:00.000+01:00
23720516,al-mission-2016,1970-01-01T01:00:00.000+01:00
39480,tve,1970-01-01T01:00:00.000+01:00
6098501,bigbruno,1970-01-01T01:00:00.000+01:00
4936805,dzek69,1970-01-01T01:00:00.000+01:00
10425180,MuhmdRaouf,1970-01-01T01:00:00.000+01:00
1184136,philtyl,1970-01-01T01:00:00.000+01:00
500945,enep,1970-01-01T01:00:00.000+01:00
12777771,VasilisKos,1970-01-01T01:00:00.000+01:00
18121470,Marcosdw,1970-01-01T01:00:00.000+01:00
55460,fahrinh,1970-01-01T01:00:00.000+01:00
6796518,onurabi,1970-01-01T01:00:00.000+01:00
26191203,Faust30000,1970-01-01T01:00:00.000+01:00
3049832,mickaelalbertus,1970-01-01T01:00:00.000+01:00
22007366,Starroma,1970-01-01T01:00:00.000+01:00
27865677,alienator,1970-01-01T01:00:00.000+01:00
22453358,Shatur95,1970-01-01T01:00:00.000+01:00
4602495,dhdurgee,1970-01-01T01:00:00.000+01:00
14923636,BenjaminNavarro,1970-01-01T01:00:00.000+01:00
30942966,ctrlesc,1970-01-01T01:00:00.000+01:00
30760897,qoaa,1970-01-01T01:00:00.000+01:00
307312,jbaldassari,1970-01-01T01:00:00.000+01:00
875994,PrimaMateria,1970-01-01T01:00:00.000+01:00
19957575,bgstack15,1970-01-01T01:00:00.000+01:00
1242535,yupymixss,1970-01-01T01:00:00.000+01:00
1194029,bpivaty,1970-01-01T01:00:00.000+01:00
6216953,tabakowy,1970-01-01T01:00:00.000+01:00
14066437,giwhub,1970-01-01T01:00:00.000+01:00
4692881,berturion,1970-01-01T01:00:00.000+01:00
31387856,melmelissa,1970-01-01T01:00:00.000+01:00
7503358,vegetablebrain,1970-01-01T01:00:00.000+01:00
7093655,pixunil,1970-01-01T01:00:00.000+01:00
29868824,panks103,1970-01-01T01:00:00.000+01:00
3822556,Odyseus,1970-01-01T01:00:00.000+01:00
19350130,pinealan,1970-01-01T01:00:00.000+01:00
4416974,KickerTom,1970-01-01T01:00:00.000+01:00
1215497,patrickelectric,1970-01-01T01:00:00.000+01:00
9586713,ratek1,1970-01-01T01:00:00.000+01:00
6396538,AdmiralAnimE,1970-01-01T01:00:00.000+01:00
10460113,solarjoe,1970-01-01T01:00:00.000+01:00
733573,AdamStelmaszczyk,1970-01-01T01:00:00.000+01:00
15818884,MPE2016,1970-01-01T01:00:00.000+01:00
427071,sruggier,1970-01-01T01:00:00.000+01:00
615700,dobinator,1970-01-01T01:00:00.000+01:00
4542575,admzzz,1970-01-01T01:00:00.000+01:00
15555865,kmkom,1970-01-01T01:00:00.000+01:00
4205785,muntdefems,1970-01-01T01:00:00.000+01:00
6787334,volkovmqx,1970-01-01T01:00:00.000+01:00
7099691,mohammad-sn,1970-01-01T01:00:00.000+01:00
8121216,andrewjong,1970-01-01T01:00:00.000+01:00
13753245,murman-lexus,1970-01-01T01:00:00.000+01:00
29057943,wimfabri,1970-01-01T01:00:00.000+01:00
302144,sumo,1970-01-01T01:00:00.000+01:00
1541219,henriquefm,1970-01-01T01:00:00.000+01:00
7684338,deepsidhu1313,1970-01-01T01:00:00.000+01:00
5378869,kimsaehun,1970-01-01T01:00:00.000+01:00
28846249,kroutal,1970-01-01T01:00:00.000+01:00
12757833,0xf4,1970-01-01T01:00:00.000+01:00
3130417,andreabellitto,1970-01-01T01:00:00.000+01:00
12385366,mainmachine,1970-01-01T01:00:00.000+01:00
2064609,tchiotludo,1970-01-01T01:00:00.000+01:00
10813100,lauritsriple,1970-01-01T01:00:00.000+01:00
9837626,viggy96,1970-01-01T01:00:00.000+01:00
4513227,ManIVIctorious,1970-01-01T01:00:00.000+01:00
12084389,renepavlik,1970-01-01T01:00:00.000+01:00
3267843,MrElectroNick,1970-01-01T01:00:00.000+01:00
4056666,RiaanBurger,1970-01-01T01:00:00.000+01:00
2931506,tgaertner,1970-01-01T01:00:00.000+01:00
14040420,znav,1970-01-01T01:00:00.000+01:00
21138526,satory-ra,1970-01-01T01:00:00.000+01:00
19999589,sammy1881,1970-01-01T01:00:00.000+01:00
1021995,robertdhernandez,1970-01-01T01:00:00.000+01:00
26785112,dekarsun,1970-01-01T01:00:00.000+01:00
8842587,NaruTrey,1970-01-01T01:00:00.000+01:00
26368647,tcmger,1970-01-01T01:00:00.000+01:00
1409227,faneca,1970-01-01T01:00:00.000+01:00
16849690,emveeoh,1970-01-01T01:00:00.000+01:00
3673743,dpmbaltar,1970-01-01T01:00:00.000+01:00
12830969,jD91mZM2,1970-01-01T01:00:00.000+01:00
190585,sepatel,1970-01-01T01:00:00.000+01:00
16517945,magellan-13016,1970-01-01T01:00:00.000+01:00
13899323,hangpark,1970-01-01T01:00:00.000+01:00
22977307,BBric,1970-01-01T01:00:00.000+01:00
884699,sandikata,1970-01-01T01:00:00.000+01:00
25452924,GecoMynx,1970-01-01T01:00:00.000+01:00
13014794,ilariotruppa,1970-01-01T01:00:00.000+01:00
13511120,BrainAxe,1970-01-01T01:00:00.000+01:00
1281218,axos88,1970-01-01T01:00:00.000+01:00
11144630,zagortenay333,1970-01-01T01:00:00.000+01:00
6081285,deekej,1970-01-01T01:00:00.000+01:00
3486417,vpal,1970-01-01T01:00:00.000+01:00
5325416,ccprog,1970-01-01T01:00:00.000+01:00
13403672,DiWa51,1970-01-01T01:00:00.000+01:00
8073946,eldragon87,1970-01-01T01:00:00.000+01:00
2931266,brouillon,1970-01-01T01:00:00.000+01:00
21334396,My-Random-Thoughts,1970-01-01T01:00:00.000+01:00
26834276,schinfo,1970-01-01T01:00:00.000+01:00
9655818,JanaFlauschata,1970-01-01T01:00:00.000+01:00
29394753,somayn,1970-01-01T01:00:00.000+01:00
19820515,maustrap,1970-01-01T01:00:00.000+01:00
15093778,Pandiora,1970-01-01T01:00:00.000+01:00
47414122,SonephetR2,1970-01-01T01:00:00.000+01:00
11581730,dilinger,1970-01-01T01:00:00.000+01:00
78924,MaxMotovilov,1970-01-01T01:00:00.000+01:00
3675551,SteveEbey73742,1970-01-01T01:00:00.000+01:00
17569312,marvinwankersteen,1970-01-01T01:00:00.000+01:00
1479166,hyOzd,1970-01-01T01:00:00.000+01:00
7573523,RecNes,1970-01-01T01:00:00.000+01:00
110869,jamesmorgan,1970-01-01T01:00:00.000+01:00
46975497,jimthedj65,1970-01-01T01:00:00.000+01:00
3899037,odelucca,1970-01-01T01:00:00.000+01:00
2272892,gnemonix,1970-01-01T01:00:00.000+01:00
35886100,jcmljunior,1970-01-01T01:00:00.000+01:00
96218,simonwiles,1970-01-01T01:00:00.000+01:00
26580830,fireraiserDE,1970-01-01T01:00:00.000+01:00
663753,wrecklass,1970-01-01T01:00:00.000+01:00
3834659,dopeboy,1970-01-01T01:00:00.000+01:00
35798,willurd,1970-01-01T01:00:00.000+01:00
33689796,MrNanook,1970-01-01T01:00:00.000+01:00
24573502,Privacy-Badger-User,1970-01-01T01:00:00.000+01:00
41580754,thegreatyellow67,1970-01-01T01:00:00.000+01:00
835623,mattst,1970-01-01T01:00:00.000+01:00
6255181,autumnlansing,1970-01-01T01:00:00.000+01:00
3608446,joaoherberto,1970-01-01T01:00:00.000+01:00
30233243,meysam81,1970-01-01T01:00:00.000+01:00
46331135,onceoffgithut,1970-01-01T01:00:00.000+01:00
31696408,mhosse,1970-01-01T01:00:00.000+01:00
46523833,rykiar,1970-01-01T01:00:00.000+01:00
44669079,GugiMistrz,1970-01-01T01:00:00.000+01:00
34082381,shamoi,1970-01-01T01:00:00.000+01:00
2236577,cschreib,1970-01-01T01:00:00.000+01:00
1299302,leigh123linux,1970-01-01T01:00:00.000+01:00
23234286,caelulum,1970-01-01T01:00:00.000+01:00
13220636,G4Zz0L1,1970-01-01T01:00:00.000+01:00
1705783,hernejj,1970-01-01T01:00:00.000+01:00
11750937,Sk7tch,1970-01-01T01:00:00.000+01:00
3686462,jumpy88,1970-01-01T01:00:00.000+01:00
6363225,Marfisc,1970-01-01T01:00:00.000+01:00
5013891,rianneogi,1970-01-01T01:00:00.000+01:00
6280987,mad73923,1970-01-01T01:00:00.000+01:00
11512247,alex-t-grecu,1970-01-01T01:00:00.000+01:00
16110053,rwpreece,1970-01-01T01:00:00.000+01:00
7975190,abanach,1970-01-01T01:00:00.000+01:00
10364839,oxben,1970-01-01T01:00:00.000+01:00
31447668,oxydium,1970-01-01T01:00:00.000+01:00
11992477,Protarios,1970-01-01T01:00:00.000+01:00
11026709,wladk,1970-01-01T01:00:00.000+01:00
17310029,Z-42PO,1970-01-01T01:00:00.000+01:00
962974,BWhitten,1970-01-01T01:00:00.000+01:00
9152141,Eik-S,1970-01-01T01:00:00.000+01:00
7842664,mfreeman72,1970-01-01T01:00:00.000+01:00
33132141,Corto-landese,1970-01-01T01:00:00.000+01:00
2914938,marmistrz,1970-01-01T01:00:00.000+01:00
5636689,two-dogs,1970-01-01T01:00:00.000+01:00
16218313,wudip,1970-01-01T01:00:00.000+01:00
5529353,madscientist42,1970-01-01T01:00:00.000+01:00
1622959,sagarbehere,1970-01-01T01:00:00.000+01:00
15679274,geocohn,1970-01-01T01:00:00.000+01:00
2231759,JosephMcc,1970-01-01T01:00:00.000+01:00
26176545,dewman12,1970-01-01T01:00:00.000+01:00
164802,rjanja,1970-01-01T01:00:00.000+01:00
1135267,Lusito,1970-01-01T01:00:00.000+01:00
9031009,HenryNugraha,1970-01-01T01:00:00.000+01:00
8022749,charles-m-knox,1970-01-01T01:00:00.000+01:00
12009065,nailfarmer,1970-01-01T01:00:00.000+01:00
1566902,Bownz,1970-01-01T01:00:00.000+01:00
7883554,douze12,1970-01-01T01:00:00.000+01:00
1665328,daemonl,1970-01-01T01:00:00.000+01:00
14306274,arielandrade,1970-01-01T01:00:00.000+01:00
89666,tipichris,1970-01-01T01:00:00.000+01:00
60858,pavanred,1970-01-01T01:00:00.000+01:00
29616,tycho,1970-01-01T01:00:00.000+01:00
1319053,errt,1970-01-01T01:00:00.000+01:00
808934,mazz,1970-01-01T01:00:00.000+01:00
7595324,fthuin,1970-01-01T01:00:00.000+01:00
123893,Blub,1970-01-01T01:00:00.000+01:00
