Name,UUID,Source,Target,Starttime,Endtime,Planned_Duration,Real_Duration,Status,Count_Subtasks,Count_Comments,Comment_Body,Edge_type
spice workspace-scroller: works on only one monitor in extended display mode,0ce93deb-872e-4976-b3ba-3c938dc0f04b,2837468,2837468,2018-02-12T23:53:19.000+01:00,2019-12-08T19:50:12.000+01:00,,,open,,3,,CREATION
smart-panel@mohammad-sn: Doesn't work with a second panel,8080c1f9-c826-4e26-aaaa-61ec35931f07,13596575,13596575,2018-01-13T03:19:00.000+01:00,2019-12-08T19:50:12.000+01:00,,,open,,2,,CREATION
CinnaDockP2@norbusan: does not work,8d4d557a-88f3-43bc-af93-36323fe8bf2a,8415124,8415124,2017-10-10T16:09:37.000+02:00,2019-12-08T19:50:12.000+01:00,,,open,,2,,CREATION
[Request] Can we ask for requests here? Also a bug. (opacify@anish.org),28be8117-d4d1-4200-a2fd-b9f17a172a90,19552720,19552720,2017-01-24T17:03:43.000+01:00,2019-12-08T19:50:12.000+01:00,,,open,,2,,CREATION
Update Transparent panels v4.0~20181106 (transparent-panels@germanfr),36b9a8f7-abb8-4915-ac5b-f7d17bdc1455,10391266,10391266,2019-11-28T21:51:39.000+01:00,2019-11-30T15:13:26.000+01:00,,,closed,,0,,CREATION
Watermark nl.po,dabf013f-5da8-471c-8e58-3aa4b8e57205,3099270,3099270,2019-11-27T22:04:43.000+01:00,2019-11-27T23:18:47.000+01:00,,,closed,,0,,CREATION
Watermark nl.po,bbb565a3-de43-4612-88a3-d48843298146,3099270,3099270,2019-11-27T20:22:52.000+01:00,2019-11-27T21:55:08.000+01:00,,,closed,,0,,CREATION
Update Watermark v4.2-20190710 (watermark@germanfr),7a1a1691-c081-4135-ba61-5905a948bad0,10391266,10391266,2019-11-25T19:56:36.000+01:00,2019-11-25T21:45:07.000+01:00,,,closed,,0,,CREATION
workspace-scroller@ori: Update da.po,019223ad-f665-4a60-b863-4a49c9cc8b5f,7993570,7993570,2019-11-23T16:58:29.000+01:00,2019-11-23T21:02:09.000+01:00,,,closed,,0,,CREATION
watermark@germanfr: Update da.po,65dfe734-2fcb-453f-9c4e-9531405d988d,7993570,7993570,2019-11-23T16:53:05.000+01:00,2019-11-23T21:01:55.000+01:00,,,closed,,0,,CREATION
transparent-panels@germanfr: Update da.po,b1b4c8b5-b0bd-48b7-822e-4ecf181cf37f,7993570,7993570,2019-11-23T16:46:11.000+01:00,2019-11-23T21:01:37.000+01:00,,,closed,,0,,CREATION
DesktopCube@yare: Update da.po,3a03c057-40c7-4ea5-a72b-6e226585e0e5,7993570,7993570,2019-11-23T16:34:34.000+01:00,2019-11-23T21:01:23.000+01:00,,,closed,,0,,CREATION
Update Transparent panels v4.0~20181106 (transparent-panels@germanfr),2967e3fd-2ca9-4756-8a1f-49863379e7bb,10391266,10391266,2019-11-10T21:17:36.000+01:00,2019-11-23T21:01:05.000+01:00,,,closed,,0,,CREATION
Watermark nl.po,1d302a6d-026f-41bc-a950-5847e05d9ed0,3099270,3099270,2019-11-10T09:17:55.000+01:00,2019-11-10T10:53:57.000+01:00,,,closed,,0,,CREATION
Update Watermark v4.2-20190710 (watermark@germanfr),e1901377-231d-46c6-974e-ad3900d9e87f,10391266,10391266,2019-10-27T18:11:57.000+01:00,2019-10-27T19:53:02.000+01:00,,,closed,,0,,CREATION
Update Transparent panels v4.0~20181106 (transparent-panels@germanfr),d76b1881-e9f8-4a85-9055-19d9e87c7aae,10391266,10391266,2019-10-27T18:11:46.000+01:00,2019-10-27T19:53:37.000+01:00,,,closed,,0,,CREATION
Added Italian translation to all extensions,3922a9f1-cb38-493a-a5cd-7f2351b06149,1354519,1354519,2019-10-21T21:28:55.000+02:00,2019-10-27T19:58:10.000+01:00,,,closed,,3,,CREATION
Update Watermark v4.2-20190710 (watermark@germanfr),bcecdaf9-5790-4217-956a-91a5180342ed,10391266,10391266,2019-10-19T19:00:58.000+02:00,2019-10-19T19:04:19.000+02:00,,,closed,,0,,CREATION
[watermark@germanfr] Updated fr.po - French translation,f31e88a0-28fb-457d-8a6e-b661a3f7a793,33965039,33965039,2019-10-15T09:27:50.000+02:00,2019-10-19T19:05:08.000+02:00,,,closed,,7,,CREATION
gTile@shuairan: Add Cinnamon 4.2 to compatibility list,f415ada1-7662-47b6-8ed4-77bf938188f2,150479,150479,2019-09-27T21:01:01.000+02:00,2019-09-27T21:32:22.000+02:00,,,closed,,0,,CREATION
cinnamon-maximus@fmete: remove some hacks,83b14762-ffa2-4449-a642-e37407975612,20357500,20357500,2019-09-06T13:19:07.000+02:00,2019-09-09T21:59:16.000+02:00,,,closed,,0,,CREATION
maximus@fmete: update to make the extension working,5584d7e9-9db1-4972-8a9a-d9c6dfdfe564,20357500,20357500,2019-08-30T16:05:13.000+02:00,2019-08-30T18:05:15.000+02:00,,,closed,,0,,CREATION
Transparent Panels (transparent-panels@germanfr) will not load with Cinnamon 4.2.3,606f05b5-050f-4955-870d-cdc54b9e4526,44762859,44762859,2019-08-29T03:41:45.000+02:00,2019-08-29T03:46:58.000+02:00,,,closed,,1,,CREATION
[DesktopCube@yare] - Compatibility with Cinnamon 4.2,dd0cc44d-8e38-4c6c-91fd-a470a65f542c,33965039,33965039,2019-08-03T12:06:15.000+02:00,2019-08-04T18:25:56.000+02:00,,,closed,,0,,CREATION
[Win7AltTab@entelechy] Enable showing windows from all workspaces,2e5c47c2-4b5a-4e95-9acc-77f376427a82,12522078,12522078,2019-07-15T03:31:34.000+02:00,2019-07-26T20:47:37.000+02:00,,,closed,,0,,CREATION
Update Transparent panels v4.0~20181106 (transparent-panels@germanfr),b159d60f-eba4-46ca-9f96-0d69a54bea5a,10391266,10391266,2019-07-10T18:33:11.000+02:00,2019-07-23T18:39:39.000+02:00,,,closed,,2,,CREATION
Update Watermark v4.2-20190710 (watermark@germanfr),89a58407-d579-4f05-9e63-e55f54398a53,10391266,10391266,2019-07-10T18:26:16.000+02:00,2019-07-23T18:40:16.000+02:00,,,closed,,0,,CREATION
wobbly-windows@mecheye.net : doesn't work in Linux Mint 19.1,43f7de49-1318-448e-a492-59ef2c652bdc,6375934,6375934,2019-07-02T18:07:25.000+02:00,2019-07-05T11:55:07.000+02:00,,,closed,,2,,CREATION
Update vulnerable NPM dependencies,bf7bddc2-43d9-429b-8c8e-45f6da5cd6ba,6859057,6859057,2019-06-07T15:27:55.000+02:00,2019-06-07T15:28:26.000+02:00,,,closed,,0,,CREATION
workspace-names-updater@workspace-manager.gitlab.io: Initial Commit,5b5b3364-5b3f-45e6-9c09-32c72f1111ed,47278150,47278150,2019-04-14T23:39:17.000+02:00,2019-06-05T12:38:26.000+02:00,,,closed,,0,,CREATION
[desktop-icons-per-workspace@cardsurf] Use mktemp command,bc757bda-0123-4fb8-b529-4931d187b3a3,3139729,3139729,2019-04-13T12:47:07.000+02:00,2019-04-15T01:01:57.000+02:00,,,closed,,0,,CREATION
Workspace grid nl.po,e6561233-b6b4-4fc7-babd-c174ae77eae3,3099270,3099270,2019-02-28T19:20:11.000+01:00,2019-03-02T01:35:42.000+01:00,,,closed,,0,,CREATION
DesktopCube@yare: Button to access to the Cinnamon Settings Workspaces module.,48e3cc7a-27b2-44bc-9cf5-23d246ee6690,33965039,33965039,2019-02-13T17:04:16.000+01:00,2019-02-16T01:14:44.000+01:00,,,closed,,2,,CREATION
DesktopCube@yare: workspace 1--> 4 or 4-->1,b8f00bad-7189-46a4-9b03-695c37ce5f4f,9275768,9275768,2019-02-12T18:25:54.000+01:00,2019-02-16T04:18:04.000+01:00,,,closed,,2,,CREATION
gTile@shuairan: Update version compatibility,7e80e60f-2094-4cf2-a329-86e56da65823,6859057,6859057,2019-01-08T12:50:43.000+01:00,2019-01-08T12:51:54.000+01:00,,,closed,,0,,CREATION
gTile after recent commit not working in Cinnamon 3.2.7,a3cfba64-1304-49b7-bb76-8c9f5c6d5f8c,21959071,21959071,2019-01-08T11:50:59.000+01:00,2019-01-08T12:51:53.000+01:00,,,closed,,3,,CREATION
gTile after recent commit not working in Cinnamon 3.2.7,7fb389d7-88ef-4f28-900c-ebc3c67fa12c,21959071,21959071,2019-01-08T11:22:19.000+01:00,2019-01-08T11:31:43.000+01:00,,,closed,,1,,CREATION
DesktopCube@yare - Make compatible w. Cinnamon 4.0,bf9ea1d6-64b6-4767-9299-d79546f142e0,33965039,33965039,2019-01-03T19:31:19.000+01:00,2019-01-03T21:48:45.000+01:00,,,closed,,0,,CREATION
Update Transparent panels v4.0~20181106 (transparent-panels@germanfr),14ef2d5b-741d-49bc-b0d5-517cdc668039,10391266,10391266,2018-12-29T20:21:01.000+01:00,2018-12-30T07:57:15.000+01:00,,,closed,,0,,CREATION
Update Watermark v4.0~20181227 (watermark@germanfr),77a53d9a-64c0-4f3f-87bc-8061ccf7571e,10391266,10391266,2018-12-27T13:32:52.000+01:00,2019-01-28T09:33:37.000+01:00,,,closed,,11,,CREATION
transparent-panels@germanfr: update tr.po,46a4fe16-ed83-40e3-b3ee-573630997532,1300133,1300133,2018-12-27T11:38:04.000+01:00,2018-12-27T20:57:34.000+01:00,,,closed,,2,,CREATION
gTile@shuairan: add tr.po,e81dcb1c-0ccf-4728-8890-893f940470cb,1300133,1300133,2018-12-25T13:13:25.000+01:00,2018-12-27T14:43:47.000+01:00,,,closed,,0,,CREATION
workspace-scroller@ori: add tr.po,9a5f45b8-4943-49bc-ad4b-06baa0af33c7,1300133,1300133,2018-12-25T13:11:29.000+01:00,2018-12-27T14:43:38.000+01:00,,,closed,,0,,CREATION
gTile@shuairan: Reset tile mode before resizing window,068ad4d5-25d2-4c4c-b027-55d333966079,150479,150479,2018-12-17T19:51:29.000+01:00,2018-12-18T02:14:37.000+01:00,,,closed,,0,,CREATION
gTile@shuairan: Deal with complex panel configurations,4da3d05f-f70d-4333-8619-e431a3b9e359,150479,150479,2018-12-14T09:20:07.000+01:00,2018-12-14T20:08:18.000+01:00,,,closed,,0,,CREATION
gTile@shuairan: Center grid in focused window,f47117ef-0d4f-4b49-83bc-92c9c5017c80,150479,150479,2018-12-13T11:58:48.000+01:00,2018-12-13T13:36:46.000+01:00,,,closed,,0,,CREATION
repo: Add a utility for reloading extensions on code change,7af711a9-eb3c-4d8b-91f8-7f27da6a5c7b,6859057,6859057,2018-11-16T01:12:04.000+01:00,2018-11-17T17:51:27.000+01:00,,,closed,,0,,CREATION
watermark@germanfr: Create da.po,efe78aa8-a779-400c-93f8-043feac7d6ee,7993570,7993570,2018-11-08T18:14:50.000+01:00,2019-02-06T07:27:29.000+01:00,,,closed,,6,,CREATION
gTile@shuairan: Update da.po,3747ee14-5220-4856-b73d-5c45a2696d52,7993570,7993570,2018-11-08T17:30:40.000+01:00,2018-11-09T00:13:11.000+01:00,,,closed,,0,,CREATION
Update Watermark v4.0~20181106 (watermark@germanfr),4a08a3ec-aa65-45a9-9e7e-203977c3569b,10391266,10391266,2018-11-06T20:48:18.000+01:00,2018-11-06T22:27:57.000+01:00,,,closed,,0,,CREATION
Update Transparent panels v4.0~20181106 (transparent-panels@germanfr),cff56989-ad80-41ee-89a7-9afc79b087a9,10391266,10391266,2018-11-06T20:48:02.000+01:00,2018-11-06T22:28:07.000+01:00,,,closed,,0,,CREATION
Update Watermark v3.8 (watermark@germanfr),7b513d69-7af4-4f20-9589-62ede570976d,10391266,10391266,2018-10-27T00:39:30.000+02:00,2018-10-27T16:42:03.000+02:00,,,closed,,0,,CREATION
Update Transparent panels v3.8 (transparent-panels@germanfr),dc6e60e2-b04e-4cf2-be91-73b8c245d998,10391266,10391266,2018-10-27T00:39:23.000+02:00,2018-10-27T16:41:55.000+02:00,,,closed,,0,,CREATION
Update Watermark v3.8 (watermark@germanfr),3b43d994-da3f-4b04-b6b4-4750c42c4430,10391266,10391266,2018-10-21T21:06:05.000+02:00,2018-10-22T02:36:30.000+02:00,,,closed,,0,,CREATION
Update Transparent panels v3.8 (transparent-panels@germanfr),f70e3215-f931-4a84-ba68-78d15d6f9c15,10391266,10391266,2018-10-21T13:52:48.000+02:00,2018-10-21T14:38:22.000+02:00,,,closed,,0,,CREATION
Win7AltTab@entelechy: Misc. clean up,f86c76ee-77c5-477c-99c8-1a0d8deb7743,6859057,6859057,2018-10-13T12:06:09.000+02:00,2018-10-13T16:19:27.000+02:00,,,closed,,0,,CREATION
DesktopCube@yare: Make compatible with Cinnamon 3.8+,7ff5c823-66cb-4f83-9264-f66359360a51,6859057,6859057,2018-10-13T08:32:34.000+02:00,2018-10-13T16:19:20.000+02:00,,,closed,,0,,CREATION
gTile@shuairan: Fix location of readme and changelog,48b9f5f4-2ad8-4987-97b4-446791ed789f,6859057,6859057,2018-10-13T06:43:39.000+02:00,2018-10-13T06:45:28.000+02:00,,,closed,,0,,CREATION
Update Watermark v3.8 (watermark@germanfr),34f7ee27-d479-4282-92e4-bcae6c5bbd23,10391266,10391266,2018-10-12T19:56:43.000+02:00,2018-10-13T04:13:30.000+02:00,,,closed,,0,,CREATION
Update Watermark v3.8 (watermark@germanfr),3b6241e3-9d9d-45b1-af72-34fd8c1e565f,10391266,10391266,2018-10-12T19:21:10.000+02:00,2018-10-12T19:28:18.000+02:00,,,closed,,0,,CREATION
gTile@shuairan: Fix for Cinnamon 3.8+,b5121b1c-4932-4f49-9528-93ae4f0c667e,6859057,6859057,2018-10-12T09:42:14.000+02:00,2018-10-12T13:36:40.000+02:00,,,closed,,0,,CREATION
gTile@shuairan : not working as of Cinnamon 3.8.9,28d138f7-ad2d-4968-9736-c010d3251c6d,12385366,12385366,2018-10-12T07:49:52.000+02:00,2018-10-12T13:36:40.000+02:00,,,closed,,0,,CREATION
Update maximus cinnamon-version,03906a62-13ed-4059-8ab5-fc60572f8ff9,1476029,1476029,2018-10-08T19:30:04.000+02:00,2018-10-13T04:23:02.000+02:00,,,closed,,2,,CREATION
Update Transparent panels v3.8 (transparent-panels@germanfr),ec48f39f-dc49-49e5-a01f-6e51a653b0a1,10391266,10391266,2018-09-19T14:02:50.000+02:00,2018-09-19T17:01:12.000+02:00,,,closed,,0,,CREATION
"Cinnamon Tweaks (0dyseus@CinnamonTweaks) ",529782b0-5a5a-445d-98fb-aa3b6055dc1b,26446962,26446962,2018-08-27T05:59:25.000+02:00,2018-08-28T05:16:01.000+02:00,,,closed,,2,,CREATION
[desktop-icons-per-workspace@cardsurf] Added support for Cinnamon 3.8,6eaaa5b9-3ea7-46a0-aef1-3f6f891485d2,3139729,3139729,2018-07-20T17:18:54.000+02:00,2018-07-20T22:11:27.000+02:00,,,closed,,0,,CREATION
cinnamon-maximus@fmete Use get_xwindow to obtain client id,2698f201-7eb5-43e7-8180-f0070c7839ad,2845433,2845433,2018-07-06T15:19:27.000+02:00,2018-10-13T17:22:02.000+02:00,,,closed,,2,,CREATION
cinnamon-maximus@fmete Use the now supported_GTK_HIDE_TITLEBAR_WHEN_MAXIMIZED,a98e1047-cd31-48e1-a027-e4bf052c0aa7,2845433,2845433,2018-07-06T15:02:53.000+02:00,2018-10-13T17:06:19.000+02:00,,,closed,,2,,CREATION
[desktop-icons-per-workspace@cardsurf] Updated readme,3f9ab43d-5dff-4a23-8c82-848a8bfb3731,3139729,3139729,2018-06-16T14:13:42.000+02:00,2018-07-02T16:27:40.000+02:00,,,closed,,0,,CREATION
let tracker redefined,2a3c4363-2830-44a1-a710-4c0d3f4bb983,17693551,17693551,2018-06-13T22:26:51.000+02:00,2018-10-12T13:36:40.000+02:00,,,closed,,2,,CREATION
Win7AltTab@entelechy: Fix for Cinnamon 3.8,e3e23a8e-dd22-4019-a94c-20ddf3d3c56b,6859057,6859057,2018-05-25T20:25:44.000+02:00,2018-05-25T20:28:23.000+02:00,,,closed,,2,,CREATION
Win7AltTab@entelechy freezes Cinnamon when pressing Alt+Tab,5995ea7a-91ae-4ea4-b6ed-4b8518760acf,1071625,1071625,2018-05-25T18:17:49.000+02:00,2018-05-25T20:28:23.000+02:00,,,closed,,2,,CREATION
Update CODEOWNERS,9fc7b2a5-91d9-4cec-8f4b-e8c7fe5a8baf,10391266,10391266,2018-05-15T17:49:13.000+02:00,2018-05-15T19:07:45.000+02:00,,,closed,,0,,CREATION
[desktop-icons-per-workspace@cardsurf] Added limitations,b4ac5241-ae17-4528-b0e5-f59f80762035,3139729,3139729,2018-05-08T17:34:03.000+02:00,2018-05-08T20:04:15.000+02:00,,,closed,,0,,CREATION
Update Transparent panels v3.8 (transparent-panels@germanfr),f2a64924-d7aa-4836-99b2-ab5613e0601e,10391266,10391266,2018-04-29T21:08:55.000+02:00,2018-04-30T12:28:12.000+02:00,,,closed,,0,,CREATION
Update Watermark v3.8 (watermark@germanfr),7f368f35-12e0-46df-bcf1-1f6e51f3d75d,10391266,10391266,2018-04-29T21:05:50.000+02:00,2018-04-30T12:27:17.000+02:00,,,closed,,0,,CREATION
Better Transparency for Windows: Extension Removal,60769227-6381-429b-8420-ca7be58b8d65,7099691,7099691,2018-04-22T17:40:22.000+02:00,2018-04-23T00:07:09.000+02:00,,,closed,,0,,CREATION
center-center-panel@mohammad-sn: Extension removal,4208a0a7-67f0-49a6-be35-09de138cde7a,8415124,8415124,2018-04-19T11:33:49.000+02:00,2018-04-23T00:08:05.000+02:00,,,closed,,0,,CREATION
rnbdsh@negateWindow: Added license,3f358747-2881-423f-ba21-02313ebd598d,9084941,9084941,2018-04-19T00:24:23.000+02:00,2018-04-19T15:17:22.000+02:00,,,closed,,2,,CREATION
add license info for ShadowParameters@mikhail-ekzi,932b5cdc-aa13-44f7-8188-efb6d912ea2b,8678154,8678154,2018-04-18T23:01:36.000+02:00,2018-04-19T11:25:17.000+02:00,,,closed,,0,,CREATION
Add license to extensions that actually have it and have no maintainer,c78f5aa6-a828-43c6-9fd1-9d6ded8641a1,10391266,10391266,2018-04-18T20:11:26.000+02:00,2018-04-19T11:11:30.000+02:00,,,closed,,0,,CREATION
Indicate @germanfr extensions licenses,b9465f74-7504-414b-acba-0f6682e965e4,10391266,10391266,2018-04-18T16:49:29.000+02:00,2018-04-19T11:38:11.000+02:00,,,closed,,0,,CREATION
Update Watermark v3.6 (watermark@germanfr),6b360f3f-6002-479b-982f-47b7468be13c,10391266,10391266,2018-04-16T17:39:42.000+02:00,2018-04-16T18:16:17.000+02:00,,,closed,,0,,CREATION
[desktop-icons-per-workspace@cardsurf] Add a new extension,1e806cc1-a766-49ae-9d59-b7040a93b333,3139729,3139729,2018-04-14T07:07:28.000+02:00,2018-04-20T19:07:56.000+02:00,,,closed,,6,,CREATION
Update Watermark v3.6 (watermark@germanfr),aebdda9c-bfe8-41a3-8ea6-83dce8a4e6af,10391266,10391266,2018-04-12T23:42:57.000+02:00,2018-04-14T03:39:30.000+02:00,,,closed,,0,,CREATION
Update Transparent panels v3.6 (transparent-panels@germanfr),99625eb4-89aa-43b4-b424-bb77c841ae67,10391266,10391266,2018-04-08T14:00:15.000+02:00,2018-04-12T20:01:46.000+02:00,,,closed,,0,,CREATION
transparent-panels@germanfr: Update da.po,d8c1e014-0cc6-4632-9da0-b2bb837975a1,7993570,7993570,2018-04-07T19:33:19.000+02:00,2018-04-09T06:23:01.000+02:00,,,closed,,1,,CREATION
Update Watermark v3.6 (watermark@germanfr),74732cb6-e98f-4b94-a89f-a8dff6009533,10391266,10391266,2018-04-06T00:38:22.000+02:00,2018-04-12T20:01:06.000+02:00,,,closed,,1,,CREATION
ShadowParameters@mikhail-ekzi: add tr.po,b64c8233-52e1-4b40-8390-261bd3ba86bd,1300133,1300133,2018-04-05T19:09:56.000+02:00,2018-04-09T06:03:11.000+02:00,,,closed,,0,,CREATION
Update Watermark v3.6 (watermark@germanfr),18a26439-2878-460f-b7cc-e82fe2309a52,10391266,10391266,2018-04-03T00:24:26.000+02:00,2018-04-03T11:52:58.000+02:00,,,closed,,3,,CREATION
Add watermark@germanfr,aa9a2903-81e5-4194-920a-99cc8bc287b4,10391266,10391266,2018-03-31T21:35:54.000+02:00,2018-04-02T19:12:55.000+02:00,,,closed,,1,,CREATION
Update transparent-panels@germanfr,a1e6ead0-1f5d-4ed5-ad17-c5f7d9e4401a,10391266,10391266,2018-03-26T00:57:05.000+02:00,2018-03-26T04:37:45.000+02:00,,,closed,,0,,CREATION
Update transparent-panels@germanfr,e465e9cb-f7fc-4b96-bafa-c5d39bb958c6,10391266,10391266,2018-03-15T20:15:24.000+01:00,2018-03-15T20:38:55.000+01:00,,,closed,,0,,CREATION
transparent-panels@germanfr: Fix for Cinnamon 3.8,0fd6780c-aa36-4ae8-bb3e-aaca007c211d,6859057,6859057,2018-03-15T16:56:00.000+01:00,2018-03-15T17:14:40.000+01:00,,,closed,,2,,CREATION
Update transparent-panels@germanfr,c6462340-f15b-40ce-8bd7-9be27f250c90,10391266,10391266,2018-02-22T12:11:43.000+01:00,2018-02-23T13:04:13.000+01:00,,,closed,,3,,CREATION
Update transparent-panels@germanfr,5688efec-bee2-4f31-91a2-c5c052adca93,10391266,10391266,2018-02-18T00:03:42.000+01:00,2018-02-18T08:59:38.000+01:00,,,closed,,0,,CREATION
" workspace-scroller@ori: Update cinnamon versions, icons, settings. Add readme.",d62a2321-4f48-4c12-9977-3a973f9c0a9e,265916,265916,2018-01-02T11:19:38.000+01:00,2018-01-03T00:45:04.000+01:00,,,closed,,0,,CREATION
slider@mohammad-sn:Problem after restart,016e08ea-9285-4033-9cef-bd892318bd03,550561,550561,2017-12-26T16:30:11.000+01:00,2018-09-02T22:03:00.000+02:00,,,closed,,5,,CREATION
gTile@shuairan: add sv.po,57903bf5-e498-47e6-b93a-6b583dc35a86,2996154,2996154,2017-12-15T06:52:24.000+01:00,2017-12-15T19:06:04.000+01:00,,,closed,,0,,CREATION
rnbdsh@negateWindow: Wrong description,d3dbc402-f99c-4041-b5b8-a905aec4d6da,9084941,9084941,2017-12-11T08:59:35.000+01:00,2017-12-15T19:05:42.000+01:00,,,closed,,1,,CREATION
Extensions : Cinnamon Tweaks,b07f2103-172d-4823-88be-692bfa0668ad,18121470,18121470,2017-11-29T16:21:00.000+01:00,2017-11-29T19:29:32.000+01:00,,,closed,,2,,CREATION
Flipper@connverdev: Add compatibility for Cinnamon 3.6 series,0c85ffa0-cd7f-41ea-b1cf-f65700da516b,1271348,1271348,2017-11-16T11:06:05.000+01:00,2017-11-16T11:19:14.000+01:00,,,closed,,0,,CREATION
Update transparent-panels@germanfr,f6e45276-2e65-4314-95bc-488bd9cf551d,10391266,10391266,2017-11-13T18:19:32.000+01:00,2017-11-13T18:44:26.000+01:00,,,closed,,7,,CREATION
translation status tables: add python scripts,29bde6dd-de94-4cbb-90b5-6421c7b9ba56,8415124,8415124,2017-10-13T21:37:11.000+02:00,2017-10-13T21:37:17.000+02:00,,,closed,,0,,CREATION
add validate-spice and cinnamon-json-makepot scripts,844b4d65-17a8-41ec-96ed-8d5fba9b7598,8415124,8415124,2017-09-20T17:42:52.000+02:00,2017-09-20T17:49:48.000+02:00,,,closed,,1,,CREATION
slider@mohammad-sn: add cinnamon-versions 2.8-3.4,61d8ed19-7094-42f3-9256-7a8bb4e0544e,8415124,8415124,2017-09-18T23:07:53.000+02:00,2017-10-09T00:05:37.000+02:00,,,closed,,0,,CREATION
Spices Repo: add ISSUES_TEMPLATE & CONTRIBUTING.md,4afbde89-0298-4017-949e-c8245a213ccf,8415124,8415124,2017-09-18T01:11:16.000+02:00,2017-09-18T01:11:34.000+02:00,,,closed,,0,,CREATION
14 extensions: icon and file structure improvements,093b138a-b910-4d0d-9270-00238577e09d,8415124,8415124,2017-09-12T12:10:41.000+02:00,2017-09-12T12:10:56.000+02:00,,,closed,,0,,CREATION
DesktopCube@yare: add tr.po,ba52b1ea-ed47-45c1-8c6f-3445fc102697,1300133,1300133,2017-09-01T17:48:02.000+02:00,2017-09-02T02:35:13.000+02:00,,,closed,,0,,CREATION
4 Extensions by Odyseus removal,e26b8f72-7e00-4f77-afb6-9f76707cea7e,3822556,3822556,2017-08-18T13:51:33.000+02:00,2017-08-18T16:39:23.000+02:00,,,closed,,1,,CREATION
8 extensions: set authors to none,b8eae59b-35c2-4368-972b-e7b5d448473b,8415124,8415124,2017-08-15T15:04:24.000+02:00,2017-08-17T15:05:57.000+02:00,,,closed,,0,,CREATION
Multi Translator (0dyseus@MultiTranslatorExtension) update,66fa0cc9-aa2d-4168-8fcc-d60c05f66a98,3822556,3822556,2017-08-11T23:18:41.000+02:00,2017-08-12T01:44:28.000+02:00,,,closed,,0,,CREATION
Cinnamon Tweaks (0dyseus@CinnamonTweaks) update,d0fc0036-0b58-4fd0-b470-96a75915c165,3822556,3822556,2017-08-11T23:18:39.000+02:00,2017-08-12T01:44:10.000+02:00,,,closed,,6,,CREATION
Cinnamon Maximus (Fork by Odyseus) (0dyseus@CinnamonMaximusFork) update,0978fc61-36aa-4f3c-807e-75956f8ed0ec,3822556,3822556,2017-08-11T23:18:37.000+02:00,2017-08-12T01:44:03.000+02:00,,,closed,,0,,CREATION
