Name,UUID,Source,Target,Starttime,Endtime,Planned_Duration,Real_Duration,Status,Count_Subtasks,Count_Comments,Comment_Body,Edge_type
xapp runtime issue,5ea148c6-e70d-4985-a392-a25e91d3c704,2748168,2748168,2018-03-23T22:32:26.000+01:00,2018-03-23T23:22:15.000+01:00,,,closed,,5,Nope.  Just my paths were wacky.  It was still using the version from the PPA.  Apparently even that's not new enough and still not working if I install the git version either...  Eh... I can probably hobble along with compiling plugins against this and running them against the ppa.,COMMENT
xapp runtime issue,a0fdc3d0-da47-4e39-b20d-35e2831bbd4c,2748168,2748168,2018-03-23T22:32:26.000+01:00,2018-03-23T23:22:15.000+01:00,,,closed,,5,"So for anyone who may be reading this... Only way around this I could find was to install the version from the ppa, get the git for xapps, install it to /usr/local, since for some reason xed will only link to your non-usr-local one, then overwrite libxapps in your system tree with the one from git.",COMMENT
Make the preferences dialog window wider & resizable,02836468-d989-41a4-8500-6bf32aaaec98,2231759,6215449,2018-03-15T23:52:07.000+01:00,2018-03-16T10:52:32.000+01:00,,,closed,,1,The preferences dialog will be all new in Xed 1.8. It is now resizable :),COMMENT
No window snapping to left and right possible,113d98dd-f341-4a21-aa0e-c2d95ed1635c,2231759,34000003,2018-02-24T23:17:20.000+01:00,2018-02-25T20:29:02.000+01:00,,,closed,,1,https://github.com/linuxmint/xed/issues/73,COMMENT
Add support for gdscript,49cbdb13-71c6-41a9-89e0-ea32ee2152ba,2231759,6998450,2018-02-01T18:34:15.000+01:00,2018-02-01T19:05:16.000+01:00,,,closed,,2,This isn't very informative. I don't even know what gdscript is :) Does highlighting just need to be supported? If so that is actually handled upstream by GtkSourceView and would need support added there.,COMMENT
Add support for gdscript,5358571e-1ace-41cf-900d-5eb5f0de0d57,6998450,6998450,2018-02-01T18:34:15.000+01:00,2018-02-01T19:05:16.000+01:00,,,closed,,2,"Sorry I didn't know that, anyway GDScript is scripting language used by free and open source Godot gaming engine. https://godotengine.org/ https://en.wikipedia.org/wiki/Godot_(game_engine) Cheers :)",COMMENT
Enchant naming change breaks build,3eebcf83-5f94-4fd1-8569-9bcc27a45e0a,2231759,6099993,2018-01-27T03:56:36.000+01:00,2018-01-27T20:57:39.000+01:00,,,closed,,1,Thanks. As far as I can tell this isn't the case currently in Ubuntu Bionic or Debian Stretch which are our two main targets for the next couple years. Both still have enchant 1.6. Unless someone wants to submit some sort of fix that will make it work for both you will probably have to continue to patch this on your end for arch.  There was another breakage caused by the newer enchant versions that should be fixed in xed 1.8 here: https://github.com/linuxmint/xed/pull/196/commits/9833abf9b0352ac4347636bafc0693b5d9ee9d1d,COMMENT
close search x button too small,f84f0028-8c3d-4aed-a043-35ca688e43f3,2231759,3487071,2018-01-11T22:14:50.000+01:00,2018-01-28T10:11:43.000+01:00,,,closed,,1,We are unlikely to change this design.,COMMENT
Creation of plugin Word completion,7ad784ff-2bef-41ec-826e-b83191629b3e,1138515,3049832,2017-12-07T22:30:56.000+01:00,2018-03-16T11:50:39.000+01:00,,,closed,,10,"hi @mickaelalbertus,  Can we simplify this plugin a bit? We can enable/disable plugins already in the preferences... so this plugin can be installed without being enabled. With this in mind, why do we need a checkbox and a gsettings key for &quot;Automatic completion&quot;?  Other than that the wording of some of the sentences needs to be improved.  &quot;Check if you want.. &quot; -&gt; this can be removed along with the checkbox.  &quot;Minimal word for automatic completion&quot; -&gt; &quot;Minimum word size for auto-completion&quot;.  The title of the dialog should be simplified also and only contain the name of the plugin, which itself should be simplified to &quot;Auto-completion&quot;.",COMMENT
Creation of plugin Word completion,6a3a407b-f7c9-4272-8ec8-fa1bf24f7dc3,3049832,3049832,2017-12-07T22:30:56.000+01:00,2018-03-16T11:50:39.000+01:00,,,closed,,10,"Hi @clefebvre, I changed the sentences except &quot;Check if you want.. &quot; for now because I wanted to explain to users that they could use the plugin with the shortcut Ctrl+Space. It's for that reason that there is a checkbox: the plugin works even if it's not checked but the user have to type Ctrl+Space. I think we can change the sentence but let the shortcut?",COMMENT
Creation of plugin Word completion,08a802ff-1eec-4905-bbd2-e9ba1685fce8,1138515,3049832,2017-12-07T22:30:56.000+01:00,2018-03-16T11:50:39.000+01:00,,,closed,,10,CI picked an error: configure.ac:220: error: required file 'plugins/wordcompletion/Makefile.in' not found,COMMENT
Creation of plugin Word completion,d3bafacf-a6ec-4146-bf79-f03c837bbff6,2231759,3049832,2017-12-07T22:30:56.000+01:00,2018-03-16T11:50:39.000+01:00,,,closed,,10,I'd like to see the indentation in this cleaned up before it's merged. All code in xed should be 4 spaces. This isn't and the plugin.c file is all new code and has mixed indentation that needs to be cleaned up.,COMMENT
Creation of plugin Word completion,a8116e68-4de9-4ca6-adcb-7fb96f6fc008,3049832,3049832,2017-12-07T22:30:56.000+01:00,2018-03-16T11:50:39.000+01:00,,,closed,,10,I fix it. I made this plugin before installing the good software!,COMMENT
Creation of plugin Word completion,f917ff3d-8390-4247-b57f-d8f21ac2627f,1138515,3049832,2017-12-07T22:30:56.000+01:00,2018-03-16T11:50:39.000+01:00,,,closed,,10,"I'm not sure why it's working in CI :)  I get this locally in Mint 19:   gcc: error: ENCHANT_CFLAGS@: Aucun fichier ou dossier de ce type Makefile:551: recipe for target 'xed-wordcompletion-plugin.lo' failed make[4]: *** [xed-wordcompletion-plugin.lo] Error 1 ",COMMENT
Creation of plugin Word completion,f54e16a4-0e4f-4c90-b26b-ee8ad92269bc,1138515,3049832,2017-12-07T22:30:56.000+01:00,2018-03-16T11:50:39.000+01:00,,,closed,,10,I get the feeling Makefile.in should be kept out (it's generated) and Makefile.am added instead.,COMMENT
Creation of plugin Word completion,0c60fb1b-d3ba-4e9a-a468-b9382705ac28,3049832,3049832,2017-12-07T22:30:56.000+01:00,2018-03-16T11:50:39.000+01:00,,,closed,,10,Let's try ^^,COMMENT
Creation of plugin Word completion,a5ecfea9-73fe-42ae-8c91-2b91a47d4d1f,2231759,3049832,2017-12-07T22:30:56.000+01:00,2018-03-16T11:50:39.000+01:00,,,closed,,10,"Enchant is also going away. It's been causing multiple build issues for people lately with the way it's versioned and the removal of deprecated functionality breaking it. On my dev branch for 1.8, xed has been ported to gspell. The port also simplifies the spell plugin by a huge amount.  Edit: Ah, the dev branch has been merged so libenchant is no longer being used in xed and the dependency on it has been removed.",COMMENT
Creation of plugin Word completion,887c9af6-9a4a-4d00-82fb-a331c59e127c,1138515,3049832,2017-12-07T22:30:56.000+01:00,2018-03-16T11:50:39.000+01:00,,,closed,,10,"Ah, that makes sense... I couldn't understand why CI didn't spot the issue initially :)",COMMENT
Error loading plugin 'spell',4181a074-e0b5-47e6-91b4-9272f7d3d163,2231759,5052362,2017-12-07T04:18:19.000+01:00,2018-03-09T16:11:26.000+01:00,,,closed,,4,When filing bugs please use the issue template. I don't have an Arch install but I'll see if I can look into this.,COMMENT
Error loading plugin 'spell',eed7ce23-42b5-4d82-b90b-ebabf4f469ca,13933,5052362,2017-12-07T04:18:19.000+01:00,2018-03-09T16:11:26.000+01:00,,,closed,,4,"The function ```enchant_dict_add_to_pwl()``` appears to have been replaced by ```enchant_dict_add()``` in enchant 2.0.0 (specifically, commit 744a1a19c1d0a5c3e1359fa994cf60a4d98ee12e). A quick patch to my copy of Xed to use ```enchant_dict_add()``` fixed the error loading 'spell', and spell checking works again.",COMMENT
Error loading plugin 'spell',55c2deb9-ae98-4284-94ea-32076a304db7,2231759,5052362,2017-12-07T04:18:19.000+01:00,2018-03-09T16:11:26.000+01:00,,,closed,,4,Cool. Thanks for the info.,COMMENT
Error loading plugin 'spell',97d7176a-5598-4020-a7e2-439b8c1069fa,5052362,5052362,2017-12-07T04:18:19.000+01:00,2018-03-09T16:11:26.000+01:00,,,closed,,4,"Confirmed, it works for 2.2.3. My apologies for the late reply, but while all settings are correct, I don't receive notifications from github anymore and there are even no mails in the provider's web-interface   spam folder, let alone my MUAs' spam folders.",COMMENT
Add Devhelp plugin,ae799523-201c-414d-86da-3eb77f495b00,2231759,1149225,2017-12-06T03:34:42.000+01:00,2018-02-12T03:17:49.000+01:00,,,closed,,2,This one might be interesting.,COMMENT
Add Devhelp plugin,c303674c-f14d-4cc4-b440-67f22d752804,2231759,1149225,2017-12-06T03:34:42.000+01:00,2018-02-12T03:17:49.000+01:00,,,closed,,2,"Many thanks for contributing to Cinnamon. Your suggestion was reviewed.  For more information on our workflow and feature requests, read https://linuxmint-troubleshooting-guide.readthedocs.io/en/latest/faq.html.",COMMENT
Risky Software Manager in 18.3 Cinnamon,8846bb03-1ec8-40c3-802d-6ed039376c58,2231759,34000003,2017-11-26T14:26:40.000+01:00,2017-11-26T20:58:34.000+01:00,,,closed,,1,This is definitely not an issue with the xed text editor. It's an issue with mintinstall.,COMMENT
Add C to taglist plugin,37c23880-a996-4763-a681-43d680a55e6a,2231759,10538387,2017-11-21T17:34:27.000+01:00,2018-03-09T14:07:44.000+01:00,,,closed,,1,https://github.com/linuxmint/xed/commit/cc493b9b9bc39dc6b331d05a1a615bf55cec0373,COMMENT
Scroll in the edit area with a middle mouse button but change the tab.,98d92930-3e18-4294-a163-e64b5d868eca,2231759,5851348,2017-11-14T13:00:40.000+01:00,2017-12-13T03:56:23.000+01:00,,,closed,,6,I'm unable to reproduce this on Xed 1.6 and nothing should have really changed to effect it. You can disable that option in the preferences under the &quot;Editor&quot; tab.,COMMENT
Scroll in the edit area with a middle mouse button but change the tab.,414703aa-e486-48fc-bdef-c0330c865fb6,5851348,5851348,2017-11-14T13:00:40.000+01:00,2017-12-13T03:56:23.000+01:00,,,closed,,6,"I disabled that option in the preferences and this issue didn't happen again. But for sure, I can't scroll the tabs when I move my mouse onto the tab bar and roll the middle button after the option is disabled. I will try 1.6 later.",COMMENT
Scroll in the edit area with a middle mouse button but change the tab.,f04e3279-9b5d-4d6f-87d7-dda6736326a7,5851348,5851348,2017-11-14T13:00:40.000+01:00,2017-12-13T03:56:23.000+01:00,,,closed,,6,This issue also happens on Xed 1.6.3. (Linux Mint 18.3),COMMENT
Scroll in the edit area with a middle mouse button but change the tab.,3f5c8f26-bbc7-4b6b-a065-27de578ed438,2231759,5851348,2017-11-14T13:00:40.000+01:00,2017-12-13T03:56:23.000+01:00,,,closed,,6,"Hmm, I don't know what I was doing differently last time I tried this but I can reproduce it now.",COMMENT
Scroll in the edit area with a middle mouse button but change the tab.,2e110bf0-4c62-4d0d-acef-e86c49bce3f6,7573523,5851348,2017-11-14T13:00:40.000+01:00,2017-12-13T03:56:23.000+01:00,,,closed,,6,"I can reproduce the bug with Xed 1.4.6 on Linux Mint with Mate desktop environment. If text area not long enough to window, so scroll bar is not visible, and if that tab is in between with other tabs, scrolling up the mouse scroll moving tab focus to previous, scrolling down with  mouse is moving focus to next tab.",COMMENT
Scroll in the edit area with a middle mouse button but change the tab.,ed32c402-ae9e-4f9e-9bb0-5d417bddad6b,2231759,5851348,2017-11-14T13:00:40.000+01:00,2017-12-13T03:56:23.000+01:00,,,closed,,6,Just realized this was a duplicate. Lets keep it in one place: https://github.com/linuxmint/xed/issues/120,COMMENT
xed frequently fails to render underscores properly,9118cc5a-d6d1-4db7-b21f-26861370a3c7,2231759,2692138,2017-11-10T15:37:08.000+01:00,2017-11-10T19:24:58.000+01:00,,,closed,,1,https://github.com/linuxmint/xed/issues/39,COMMENT
bug: schema not installed,b76bd327-8af6-4288-91bf-329f0d753079,2231759,829557,2017-11-08T20:03:40.000+01:00,2017-12-13T01:59:04.000+01:00,,,closed,,1,I can't reproduce this issue building and installing in Mint18.2 or Ubuntu17.10.,COMMENT
xed startup time noticeably slower than gedit,30ce9fd8-9352-431b-b07c-1918dc913cfd,2231759,2692138,2017-11-08T14:27:43.000+01:00,2018-02-12T03:20:28.000+01:00,,,closed,,6,Are you running any plugins in gedit? We use a different method of having some plugins built in and starting automatically. Wondering if the issue could be getting caused by more things being launched?,COMMENT
xed startup time noticeably slower than gedit,102c7337-3951-434e-94b4-9e9c352c31a3,2692138,2692138,2017-11-08T14:27:43.000+01:00,2018-02-12T03:20:28.000+01:00,,,closed,,6,"Hi @JosephMcc , thanks for the reply. Good question about the plugins. I was using the default set of plugins for Gedit and Xed, and they look to be the same ones. I tried disabling all the plugins for Xed, but it doesn't really make much of a difference.",COMMENT
xed startup time noticeably slower than gedit,77325ad6-e499-4963-b499-40f24ff8278d,2231759,2692138,2017-11-08T14:27:43.000+01:00,2018-02-12T03:20:28.000+01:00,,,closed,,6,Testing under Ubuntu 18.04 there doesn't seem to be any real difference in the startup time between the two. The only difference I get is the shutdown time. Gedit has a noticeable delay when closing the app that Xed  doesn't.  in your test were you opening a file or just an a new empty instance?,COMMENT
xed startup time noticeably slower than gedit,d52f3bf9-5ed7-4898-9ffc-dcf297b67241,2692138,2692138,2017-11-08T14:27:43.000+01:00,2018-02-12T03:20:28.000+01:00,,,closed,,6,"Hi, the sluggishness happens both when opening an empty instance and when opening a small text file.",COMMENT
xed startup time noticeably slower than gedit,0773b984-0cbe-4049-a016-9db4e231d9a3,2231759,2692138,2017-11-08T14:27:43.000+01:00,2018-02-12T03:20:28.000+01:00,,,closed,,6,I'm not able to reproduce the issue here nor have I heard about from anyone else. Closing it for now as I have no real way to troubleshoot it. I can always re-open it if more info becomes available.,COMMENT
xed startup time noticeably slower than gedit,efea51ec-34d0-41d8-af88-55cf85431d72,12874678,2692138,2017-11-08T14:27:43.000+01:00,2018-02-12T03:20:28.000+01:00,,,closed,,6,"I have the same problem, startup time is very slow under specific conditions. I have a NAS that automounts at boot via fstab. When the NAS isn't available (ie I'm not on my home network), startup time becomes very slow.",COMMENT
Can not open file from name in clipboard,f9db739b-61b3-4ebc-ad57-1ca3dc412342,2231759,33253303,2017-11-05T20:12:24.000+01:00,2018-02-12T03:09:50.000+01:00,,,closed,,1,You can do it from the file-&gt;open dialog. You have to use control+L to switch from the breadcrumbs to an entry in the dialog. I know this in non-obvious but it's also out of our control since that is the dialog provided by Gtk.,COMMENT
Groovy syntax highlighting,41f75874-932f-4a95-b8f9-8013b0b5e5af,2231759,806824,2017-10-27T04:50:26.000+02:00,2017-10-27T11:32:42.000+02:00,,,closed,,1,Syntax highlighting is provided by GtkSourceView. You would need to request support with it.,COMMENT
Find Issue & Large Files,2f3c603c-314d-495e-a386-8d48d327d0a6,2231759,31071746,2017-10-09T22:55:16.000+02:00,2017-11-13T10:49:01.000+01:00,,,closed,,1,https://github.com/linuxmint/xed/issues/70,COMMENT
Filterable Highlighting Language Menu,a95536f7-4b28-45f2-9ba4-4e5f0d6e3434,2231759,5124946,2017-09-28T15:20:18.000+02:00,2018-02-12T03:13:24.000+01:00,,,closed,,1,"Many thanks for contributing to Nemo. Your suggestion was reviewed. It would be nice to do something like this at some point but I'm not sure we find the use of a GtkPopover like gedit uses suitable.  For more information on our workflow and feature requests, read https://linuxmint-troubleshooting-guide.readthedocs.io/en/latest/faq.html.",COMMENT
Opening binary files results in a livelock,588f4b4a-de56-423f-a8b7-0b3cf59c5beb,781030,6096063,2017-09-20T13:29:42.000+02:00,2017-12-13T01:58:34.000+01:00,,,closed,,6,"&gt; Xed should say: This is a binary file. I cannot open it.  No! This has been a major annoyance with older gedit versions. As soon as it encountered a char that couldn't be rendered with any charset, it just gave up, closed anything rendered so far and bailed out. Let's not return to these dark ages.",COMMENT
Opening binary files results in a livelock,c8058fd2-9832-4c77-8ba4-fdcecdc73ce2,2231759,6096063,2017-09-20T13:29:42.000+02:00,2017-12-13T01:58:34.000+01:00,,,closed,,6,@Piiit Could you provide a file that shows the issue?,COMMENT
Opening binary files results in a livelock,bb4b8b4f-0640-4c47-8c34-4f45af209524,6096063,6096063,2017-09-20T13:29:42.000+02:00,2017-12-13T01:58:34.000+01:00,,,closed,,6,@JosephMcc Just take any PDF or image file.,COMMENT
Opening binary files results in a livelock,00ee99ec-5739-4ab4-915f-c93d1fcd4921,2231759,6096063,2017-09-20T13:29:42.000+02:00,2017-12-13T01:58:34.000+01:00,,,closed,,6,"@Piiit this is what I get when I open a png here. It's about what I expect. Not sure what &quot;livelock&quot; means but xed is still working fine.  ![screenshot from 2017-11-14 11-40-42](https://user-images.githubusercontent.com/2231759/32801108-f69b083c-c930-11e7-887c-9fcb8925cc93.png) ",COMMENT
Opening binary files results in a livelock,36960e38-aa62-4150-9d8e-116d0bedd52c,6096063,6096063,2017-09-20T13:29:42.000+02:00,2017-12-13T01:58:34.000+01:00,,,closed,,6,"@JosephMcc I tested now with different binary files of various sizes. It seems that it does not lock up, but just take really long to open the file. I see a progress bar on top of the text view after 1 or 2 minutes, with a cancel button, but the whole GUI is not responsible if the file is several MB big. The CPU goes up and the fan is constantly spinning. I think it just takes a long time to open the file and highlight the text. However, the cancel button is not responsible. I have to kill xed manually or wait a long time till everything is loaded, or the click action triggered. So this is not a livelock, but a event handling issue(?), I guess. Should I close the issue therefore?",COMMENT
Opening binary files results in a livelock,d4930beb-258e-42f5-a63d-eb05bf435cae,2231759,6096063,2017-09-20T13:29:42.000+02:00,2017-12-13T01:58:34.000+01:00,,,closed,,6,"File loading is handled by the GtkSource API's. I think upstream knows that this is an area that could be improved. Testing a 2MB video file in xed and gedit, the results are very similar. In Fact xed seems to handle it a bit better.  I'm going to close this since it isn't really on our side.",COMMENT
Feature Request: Comment/Uncomment multiple lines at a time,0e10db99-bd8a-46a0-8f53-861ca471dc16,8533116,26103926,2017-09-18T20:33:22.000+02:00,2019-06-15T15:53:40.000+02:00,,,closed,,5,"@clefebvre  Hi, I've been planing to do code changes for this feature. Not sure if someone already working on this. Also, Is  there any doc available about code organisation to get started?  Shivendra",COMMENT
Feature Request: Comment/Uncomment multiple lines at a time,0ad59e30-6ff5-41fe-be95-ab2dd9007842,2231759,26103926,2017-09-18T20:33:22.000+02:00,2019-06-15T15:53:40.000+02:00,,,closed,,5,There is no one working on it that I know of.,COMMENT
Feature Request: Comment/Uncomment multiple lines at a time,3f80ab8f-21c0-4f96-a12c-26287aadc140,16303732,26103926,2017-09-18T20:33:22.000+02:00,2019-06-15T15:53:40.000+02:00,,,closed,,5,good idea!,COMMENT
Feature Request: Comment/Uncomment multiple lines at a time,80e917e1-dd93-4c07-a426-96259fc49347,10873917,26103926,2017-09-18T20:33:22.000+02:00,2019-06-15T15:53:40.000+02:00,,,closed,,5,"I would love this too.  It is so nice to comment out a block of code. ",COMMENT
Feature Request: Comment/Uncomment multiple lines at a time,18408428-e69e-4422-8e1d-716703b3accd,1138515,26103926,2017-09-18T20:33:22.000+02:00,2019-06-15T15:53:40.000+02:00,,,closed,,5,https://github.com/linuxmint/xed/pull/290,COMMENT
"UI Bug: All ""view"" fonts resize commands make them smaller.",383ad26c-2891-4a0d-806c-f0ac57b880ad,2231759,8404646,2017-09-16T16:27:58.000+02:00,2018-07-31T10:12:37.000+02:00,,,closed,,7,"I can't reproduce this issue on Mint. It works as expected. Wondering if this is being caused by newer Gtk or GtkSourceView versions in Manjaro. ",COMMENT
"UI Bug: All ""view"" fonts resize commands make them smaller.",7349858e-03f1-4b88-b378-29274d745458,8404646,8404646,2017-09-16T16:27:58.000+02:00,2018-07-31T10:12:37.000+02:00,,,closed,,7,"Well, could be! I'm sorry I have no expertise to pinpoint it. My repositories lists my GTK3 as version  3.22.21-1. If that helps in anything. Would it be better if I posted a gif or some pics of the issue on my setup?",COMMENT
"UI Bug: All ""view"" fonts resize commands make them smaller.",893dd5bf-9e51-4186-bae8-be26efffdfa2,2231759,8404646,2017-09-16T16:27:58.000+02:00,2018-07-31T10:12:37.000+02:00,,,closed,,7,&gt; Would it be better if I posted a gif or some pics of the issue on my setup?  No. You explained it well. I'll have to try and test under some newer versions and see if I can reproduce the issue.,COMMENT
"UI Bug: All ""view"" fonts resize commands make them smaller.",048a6f8e-a2cb-40e0-9cb5-d4a16dd7479a,8404646,8404646,2017-09-16T16:27:58.000+02:00,2018-07-31T10:12:37.000+02:00,,,closed,,7,"Worst of it is that I did have access today to a mint box (major version 18, don't know the minor, sorry!) and the xed version in there was 1.0.6, which did not have the same menu structure, and consequently did not have the &quot;view zoom&quot; commands. Is there any test I can do in my personal manjaro box to try out some fixes?",COMMENT
"UI Bug: All ""view"" fonts resize commands make them smaller.",c93c3d95-d1bc-425b-b3ed-e6692a3532a3,2231759,8404646,2017-09-16T16:27:58.000+02:00,2018-07-31T10:12:37.000+02:00,,,closed,,7,"Ok, so I tested this under Ubuntu17.10 with xed 1.6.3 and everything works expect making the text larger with Ctrl+=",COMMENT
"UI Bug: All ""view"" fonts resize commands make them smaller.",e2489dfa-cf71-4f09-b857-ee60e110bba5,2231759,8404646,2017-09-16T16:27:58.000+02:00,2018-07-31T10:12:37.000+02:00,,,closed,,7,"This report is against a much older version of Xed. I've never been able to reproduce it. If someone can reproduce under the current version, open a new issue.",COMMENT
"UI Bug: All ""view"" fonts resize commands make them smaller.",0f281c75-720d-4ab0-b645-cd011b0620aa,8404646,8404646,2017-09-16T16:27:58.000+02:00,2018-07-31T10:12:37.000+02:00,,,closed,,7,"Right on it, @JosephMcc. I'm not using it much anymore (don't worry, not because of this old bug!), so I cannot test much myself now. I think it is fair to assume that the bug has gone away with newer releases.",COMMENT
Feature Request: A favourite files list,73fdf414-b41e-481a-bc52-58eb93891ac6,2231759,2328329,2017-09-16T04:35:31.000+02:00,2018-02-12T03:21:56.000+01:00,,,closed,,1,"Many thanks for contributing to Cinnamon. Your suggestion was reviewed. This would be a good bit of work to implement and I'm not convinced of how useful it would really be so it's unlikely to be implemented anytime soon.  For more information on our workflow and feature requests, read https://linuxmint-troubleshooting-guide.readthedocs.io/en/latest/faq.html.",COMMENT
Up/down arrow keys don't stay in same character column when using a font like 'Inconsolata' (a monospace font),2748b33e-4493-4c2c-aec4-808d092f53dc,2231759,5296986,2017-09-08T22:50:19.000+02:00,2017-11-13T11:03:43.000+01:00,,,closed,,1,&gt; I like xed!  Thanks :)  This isn't an issue with Xed. We use GtkSourceView and GtkTextView internally which handles all of this.,COMMENT
Xed crashes when right clicking (button-press-event) in TextView/Gutter,f68d8793-c1fa-49d3-8f45-043729c61f17,2231759,26842164,2017-09-01T21:04:47.000+02:00,2017-09-05T09:21:41.000+02:00,,,closed,,1,Thanks for reporting. Found the problem.,COMMENT
Flickering when mouse cursor is on the tab title,4856a797-3bda-4de3-91fc-2cdf9480120d,2231759,5039496,2017-08-31T20:13:00.000+02:00,2017-12-13T02:01:52.000+01:00,,,closed,,5,I can reproduce this but under Cinnamon it's different. If I fullscreen the xed window the tooltip for the first tab just refuses to show up.,COMMENT
Flickering when mouse cursor is on the tab title,04273f4e-1ac1-45a8-9934-8819c9d30613,2231759,5039496,2017-08-31T20:13:00.000+02:00,2017-12-13T02:01:52.000+01:00,,,closed,,5,I don't see this as really being a Xed issue but something with the window manager.,COMMENT
Flickering when mouse cursor is on the tab title,f51bec89-e24b-4ca1-835f-638f9ff9a301,5039496,5039496,2017-08-31T20:13:00.000+02:00,2017-12-13T02:01:52.000+01:00,,,closed,,5,I'm on Mint 18.3 and the problem seems to be solved. Xed or Mate/Marco has been modified and without compositor there is no more any yellow popup to trigger the loop.,COMMENT
Flickering when mouse cursor is on the tab title,57bc66f3-8f49-4070-8046-ef6247879d69,16303732,5039496,2017-08-31T20:13:00.000+02:00,2017-12-13T02:01:52.000+01:00,,,closed,,5,I can't confirm that for Fedora 27 (cinnamon 3.6.6/xed 1.6.2): no flickering when the editor is maximized and the mouse cursor is on the tab title. Therefore a Mint 18.2 Mate edition problem!,COMMENT
Flickering when mouse cursor is on the tab title,a16995e7-80c3-4a2d-aab6-9e407230b795,5039496,5039496,2017-08-31T20:13:00.000+02:00,2017-12-13T02:01:52.000+01:00,,,closed,,5,&gt; I'm on Mint 18.3 and the problem seems to be solved.,COMMENT
Crash With Large Files,9237279f-5ad0-4321-949f-2b7ec88b608e,2231759,31071746,2017-08-30T20:10:22.000+02:00,2018-02-12T03:23:46.000+01:00,,,closed,,5,Do you have an example file that causes a crash?,COMMENT
Crash With Large Files,25a21371-998e-4258-9239-b974a3f637b2,31071746,31071746,2017-08-30T20:10:22.000+02:00,2018-02-12T03:23:46.000+01:00,,,closed,,5,"It is not so much a crash as I suspected but information overload.Large files mess up xed. Attached is a file that locks up xed. An XML file from a Garmin nuvi.        From: JosephMcc &lt;notifications@github.com&gt;  To: linuxmint/xed &lt;xed@noreply.github.com&gt;  Cc: caltrop-3 &lt;caltrop_3@yahoo.com&gt;; Author &lt;author@noreply.github.com&gt;  Sent: Monday, September 18, 2017 4:49 PM  Subject: Re: [linuxmint/xed] Crash With Large Files (#163)     Do you have an example file that causes a crash?&mdash; You are receiving this because you authored the thread. Reply to this email directly, view it on GitHub, or mute the thread.       ",COMMENT
Crash With Large Files,8f687538-8de9-4014-8a2b-484491220506,2231759,31071746,2017-08-30T20:10:22.000+02:00,2018-02-12T03:23:46.000+01:00,,,closed,,5,You didn't attach the file. During load maybe try setting the highlighting to plain text and see if that helps.,COMMENT
Crash With Large Files,53e9466d-c469-4008-827c-af341d60f3a3,31071746,31071746,2017-08-30T20:10:22.000+02:00,2018-02-12T03:23:46.000+01:00,,,closed,,5,"shows as attached  here it is again...?        From: JosephMcc &lt;notifications@github.com&gt;  To: linuxmint/xed &lt;xed@noreply.github.com&gt;  Cc: caltrop-3 &lt;caltrop_3@yahoo.com&gt;; Author &lt;author@noreply.github.com&gt;  Sent: Tuesday, September 26, 2017 1:53 PM  Subject: Re: [linuxmint/xed] Crash With Large Files (#163)     You didn't attach the file. During load maybe try setting the highlighting to plain text and see if that helps.&mdash; You are receiving this because you authored the thread. Reply to this email directly, view it on GitHub, or mute the thread.       ",COMMENT
Crash With Large Files,28d110b1-69a1-4fb8-9b8b-f4c34ef12d1f,2231759,31071746,2017-08-30T20:10:22.000+02:00,2018-02-12T03:23:46.000+01:00,,,closed,,5,Not sure how you are replying but your attached test files aren't showing up.,COMMENT
"occational xed hang when attempting Edit->""Insert Date and Time...""",c99ad8a9-963f-465a-904a-c56449ca41a7,11457267,11457267,2017-08-30T11:54:18.000+02:00,2018-02-12T03:29:06.000+01:00,,,closed,,3,"I managed to reproduce this once.  I had started 'xed filename' in a terminal window.  When xed hung, just after clicking Edit -&gt; &quot;Insert Date and Time...&quot; after some pastes in a new file there was no output in the terminal window and nothing was responding and xed process was in &quot;poll_s&quot; state, until:  While the xed was still hung, I typed CTRL-Z in the terminal window (e.g. like kill -STOP &lt;term pid&gt;) and typed 'bg&lt;return&gt; (like kill -CONT with diddled stdin/stdout)  in the terminal window. Whereupon i took a look at the xed page, and the date and time text had been entered and xed was working again. ",COMMENT
"occational xed hang when attempting Edit->""Insert Date and Time...""",c5927e78-afa1-478d-83e1-3f6d01026025,2231759,11457267,2017-08-30T11:54:18.000+02:00,2018-02-12T03:29:06.000+01:00,,,closed,,3,I've been unable to reproduce this here which leaves me without much of a way to troubleshoot fixing it. If you make sure you have the xed-dbg package installed you can run xed with gdb and see if you can find out where the issue is occurring. I'm closing this until I can get more info to go on.,COMMENT
